Unnamed: 0,Net Cash Flow,Free Cash Flow,Dividends Paid,Accion
2013-12-31,600.0,800.0,-181.0,ed
2013-09-30,-673.0,-406.0,-180.0,ed
2013-06-30,615.0,333.0,-180.0,ed
2013-03-31,-262.0,-713.0,-180.0,ed
2012-12-31,325.0,359.0,-185.0,ed
2012-09-30,-1312.0,-312.0,-175.0,ed
2012-06-30,612.0,252.0,-174.0,ed
2012-03-31,121.0,-78.0,-175.0,ed
2011-12-31,250.0,450.0,-174.0,ed
2011-09-30,-94.0,113.0,-173.0,ed
2011-06-30,-24.0,642.0,-173.0,ed
2011-03-31,178.0,-55.0,-173.0,ed
2010-12-31,140.0,854.0,-161.0,ed
2010-09-30,20.0,-332.0,-157.0,ed
2010-06-30,91.0,275.0,-156.0,ed
2010-03-31,-173.0,-430.0,-155.0,ed
2009-12-31,185.0,347.0,-151.0,ed
2009-09-30,-236.0,-466.0,-150.0,ed
2009-06-30,-340.0,244.0,-150.0,ed
2009-03-31,577.0,162.0,-150.0,ed
2008-12-31,6.0,-136.0,-160.0,ed
2008-09-30,-1689.0,-1775.0,-160.0,ed
2008-06-30,1608.0,1646.0,-149.0,ed
2008-03-31,-61.0,56.0,-149.0,ed
2007-12-31,18.0,66.0,-147.0,ed
2007-09-30,6.0,-361.0,-149.0,ed
2007-06-30,29.0,-107.0,-146.0,ed
2007-03-31,63.0,64.0,-140.0,ed
2006-12-31,-140.0,166.0,-138.0,ed
2006-09-30,171.0,-594.0,-132.0,ed
2006-06-30,-114.0,-285.0,-132.0,ed
2006-03-31,96.0,274.0,-131.0,ed
2005-12-31,-38.0,-393.0,-131.0,ed
2005-09-30,-699.0,233.0,-130.0,ed
2005-06-30,341.0,-474.0,-129.0,ed
2005-03-31,451.0,322.0,-128.0,ed
2004-12-31,-44.0,116.0,-127.0,ed
2004-09-30,-417.0,-178.0,-127.0,ed
2004-06-30,432.0,144.0,-118.0,ed
2004-03-31,6.0,-189.0,-118.0,ed
2003-12-31,0.0,320.0,-116.0,ed
2003-09-30,-11.0,-164.0,-116.0,ed
2003-06-30,-2.0,79.0,-110.0,ed
2003-03-31,-56.0,-347.0,-110.0,ed
2002-12-31,104.0,249.0,-110.0,ed
2002-09-30,29.0,-14.0,-109.0,ed
2002-06-30,-21.0,13.0,-108.0,ed
2002-03-31,-265.0,-166.0,-106.0,ed
2001-12-31,-73.315,364.187,-120.003,ed
2001-09-30,390.51,622.506,-116.726,ed
2001-06-30,-17.933,-54.454,-116.66,ed
2001-03-31,-35.262,67.761,-116.611,ed
2000-12-31,22.018,349.509,-113.423,ed
2000-09-30,35.154,15.243,-115.524,ed
2000-06-30,-35.948,-175.735,-115.522,ed
2000-03-31,-411.446,18.207,-115.708,ed
1999-12-31,296.11,-42.088,-115.18,ed
1999-09-30,-102.195,221.396,-117.382,ed
1999-06-30,233.632,1331.909,-120.776,ed
1999-03-31,-44.792,168.259,-123.772,ed
1998-12-31,-51.529,187.807,-119.845,ed
1998-09-30,48.816,285.979,-123.738,ed
1998-06-30,-93.249,153.519,-124.809,ed
1998-03-31,14.799,143.613,-124.81,ed
1997-12-31,-86.408,117.543,-123.556,ed
1997-09-30,257.635,502.195,-123.392,ed
1997-06-30,-82.672,-119.861,-123.386,ed
1997-03-31,-11.979,132.061,-123.377,ed
1996-12-31,-10.397,75.815,-122.196,ed
1996-09-30,59.91,193.881,-122.191,ed
1996-06-30,-45.863,81.549,-122.187,ed
1996-03-31,-239.06,58.148,-122.182,ed
2023-03-31,-52.7,-7.4,-47.9,efx
2022-12-31,43.5,169.3,-47.8,efx
2022-09-30,18.1,201.9,-47.6,efx
2022-06-30,22.7,116.4,-47.8,efx
2022-03-31,-23.8,-355.0,-47.9,efx
2021-12-31,-1800.8,249.2,-47.4,efx
2021-09-30,1567.4,301.0,-47.6,efx
2021-06-30,-307.8,285.2,-47.5,efx
2021-03-31,-918.7,30.4,-47.5,efx
2020-12-31,149.0,185.4,-47.4,efx
2020-09-30,188.2,250.3,-47.5,efx
2020-06-30,977.5,146.4,-47.3,efx
2020-03-31,-31.4,-57.2,-47.3,efx
2019-12-31,233.8,136.8,-47.3,efx
2019-09-30,31.7,-262.1,-47.2,efx
2019-06-30,2.6,123.3,-47.1,efx
2019-03-31,-90.4,-83.8,-47.1,efx
2018-12-31,-29.8,51.0,-47.1,efx
2018-09-30,-74.0,63.2,-46.9,efx
2018-06-30,78.1,172.7,-47.0,efx
2018-03-31,-87.1,63.4,-46.9,efx
2017-12-31,21.0,146.6,-46.7,efx
2017-09-30,-88.5,222.0,-46.8,efx
2017-06-30,280.7,175.8,-47.0,efx
2017-03-31,-6.1,53.4,-46.9,efx
2016-12-31,17.8,236.3,-39.5,efx
2016-09-30,14.7,197.5,-39.5,efx
2016-06-30,0.0,147.8,-39.4,efx
2016-03-31,3.5,67.9,-39.2,efx
2015-12-31,-15.2,179.7,-34.4,efx
2015-09-30,24.3,208.8,-34.4,efx
2015-06-30,-10.8,153.1,-34.3,efx
2015-03-31,-33.3,81.3,-34.7,efx
2014-12-31,13.3,180.3,-29.9,efx
2014-09-30,23.3,162.6,-30.1,efx
2014-06-30,-9.7,133.6,-30.5,efx
2014-03-31,-134.5,53.3,-30.7,efx
2013-12-31,104.0,170.1,-26.8,efx
2013-09-30,27.0,149.0,-26.7,efx
2013-06-30,-2.7,119.0,-26.7,efx
2013-03-31,-39.2,47.6,-26.5,efx
2012-12-31,-120.3,131.3,-21.5,efx
2012-09-30,84.0,136.2,-21.4,efx
2012-06-30,50.4,134.7,-21.9,efx
2012-03-31,5.0,28.1,-21.2,efx
2011-12-31,25.7,133.9,-19.4,efx
2011-09-30,-6.7,96.7,-19.5,efx
2011-06-30,21.8,106.2,-19.6,efx
2011-03-31,-32.5,-3.1,-19.6,efx
2010-12-31,3.8,127.8,-20.3,efx
2010-09-30,45.5,53.0,-5.0,efx
2010-06-30,-7.0,84.3,-4.9,efx
2010-03-31,-26.0,-12.3,-5.0,efx
2009-12-31,25.4,130.1,-5.1,efx
2009-09-30,14.1,106.0,-5.0,efx
2009-06-30,3.6,82.1,-5.1,efx
2009-03-31,1.8,29.5,-5.0,efx
2008-12-31,-10.8,98.8,-5.1,efx
2008-09-30,-3.6,107.6,-5.1,efx
2008-06-30,-12.4,84.7,-5.1,efx
2008-03-31,3.4,46.5,-5.2,efx
2007-12-31,-5.4,148.5,-5.3,efx
2007-09-30,-177.2,65.2,-5.4,efx
2007-06-30,194.6,71.0,-5.0,efx
2007-03-31,1.8,50.3,-5.0,efx
2006-12-31,12.1,100.5,-5.0,efx
2006-09-30,7.5,91.3,-5.0,efx
2006-06-30,-8.2,74.6,-5.1,efx
2006-03-31,18.9,53.7,-5.2,efx
2005-12-31,-4.0,87.2,-5.4,efx
2005-09-30,-3.2,94.2,-5.4,efx
2005-06-30,-8.2,78.2,-5.4,efx
2005-03-31,0.8,32.0,-4.0,efx
2004-12-31,30.2,88.9,-4.0,efx
2004-09-30,-1.1,81.2,-4.1,efx
2004-06-30,-13.2,63.7,-4.1,efx
2004-03-31,-1.9,27.7,-2.8,efx
2003-12-31,5.7,97.4,-2.9,efx
2003-09-30,2.7,88.3,-2.7,efx
2003-06-30,5.0,69.2,-2.8,efx
2003-03-31,-4.7,24.6,-2.9,efx
2002-12-31,-0.5,95.6,-2.8,efx
2002-09-30,2.0,52.6,-2.8,efx
2002-06-30,-1.5,52.0,-2.9,efx
2002-03-31,-3.6,36.9,-2.9,efx
2001-12-31,6.5,86.4,-2.9,efx
2001-09-30,-8.6,66.5,-2.9,efx
2001-06-30,9.9,62.0,-13.3,efx
2001-03-31,-34.2,27.2,-13.2,efx
2000-12-31,-32.736,68.023,-13.1,efx
2000-09-30,9.987,44.721,-13.096,efx
2000-06-30,7.403,0.123,-13.061,efx
2000-03-31,-28.054,53.933,-13.043,efx
1999-12-31,-11.292,-75.864,-13.083,efx
1999-09-30,-15.234,94.326,-12.915,efx
1999-06-30,34.865,79.894,-12.963,efx
1999-03-31,26.861,60.644,-13.039,efx
1998-12-31,4.682,80.853,-13.19,efx
1998-09-30,-55.762,81.359,-12.982,efx
1998-06-30,65.627,34.628,-12.946,efx
1998-03-31,23.819,55.452,-12.945,efx
1997-12-31,-5.82,71.275,-13.097,efx
1997-09-30,-3.844,30.755,-13.203,efx
1997-06-30,17.981,26.871,-13.2,efx
1997-03-31,-4.226,46.597,-12.53,efx
1996-12-31,-3.517,44.276,-12.326,efx
1996-09-30,1.848,40.613,-11.997,efx
1996-06-30,5.697,30.309,-12.585,efx
1996-03-31,18.641,117.732,-12.796,efx
2023-03-31,-79.0,-1414.0,-277.0,eix
2022-12-31,684.0,-468.0,-263.0,eix
2022-09-30,110.0,-624.0,-263.0,eix
2022-06-30,-111.0,-1055.0,-262.0,eix
2022-03-31,-160.0,-415.0,-262.0,eix
2021-12-31,-131.0,-1130.0,-247.0,eix
2021-09-30,440.0,-397.0,-247.0,eix
2021-06-30,-305.0,-2681.0,-247.0,eix
2021-03-31,301.0,-1286.0,-247.0,eix
2020-12-31,-5.0,-1395.0,-237.0,eix
2020-09-30,-432.0,-937.0,-237.0,eix
2020-06-30,-812.0,-936.0,-228.0,eix
2020-03-31,1268.0,-953.0,-226.0,eix
2019-12-31,-478.0,-874.0,-216.0,eix
2019-09-30,283.0,-2673.0,-195.0,eix
2019-06-30,-120.0,-773.0,-199.0,eix
2019-03-31,233.0,-864.0,-200.0,eix
2018-12-31,73.0,-359.0,-197.0,eix
2018-09-30,-28.0,-28.0,-197.0,eix
2018-06-30,1.0,-664.0,-197.0,eix
2018-03-31,-1026.0,-278.0,-197.0,eix
2017-12-31,999.0,-271.0,-177.0,eix
2017-09-30,20.0,345.0,-176.0,eix
2017-06-30,-56.0,-261.0,-177.0,eix
2017-03-31,55.0,-60.0,-177.0,eix
2016-12-31,23.0,-224.0,-157.0,eix
2016-09-30,-27.0,125.0,-156.0,eix
2016-06-30,-26.0,-300.0,-157.0,eix
2016-03-31,-24.0,-96.0,-156.0,eix
2015-12-31,27.0,585.0,-136.0,eix
2015-09-30,-5.0,128.0,-136.0,eix
2015-06-30,24.0,-125.0,-136.0,eix
2015-03-31,-17.0,-304.0,-136.0,eix
2014-12-31,-10.0,171.0,-116.0,eix
2014-09-30,-48.0,419.0,-116.0,eix
2014-06-30,41.0,-873.0,-115.0,eix
2014-03-31,3.0,-375.0,-116.0,eix
2013-12-31,-464.0,59.0,-110.0,eix
2013-09-30,462.0,-118.0,-110.0,eix
2013-06-30,33.0,-100.0,-110.0,eix
2013-03-31,-55.0,-473.0,-110.0,eix
2012-12-31,-965.0,25.0,-106.0,eix
2012-09-30,-40.0,125.0,-106.0,eix
2012-06-30,-308.0,-453.0,-106.0,eix
2012-03-31,14.0,-512.0,-106.0,eix
2011-12-31,85.0,441.0,-104.0,eix
2011-09-30,439.0,377.0,-104.0,eix
2011-06-30,-353.0,-619.0,-105.0,eix
2011-03-31,-91.0,-415.0,-104.0,eix
2010-12-31,-620.0,76.0,-103.0,eix
2010-09-30,1141.0,729.0,-103.0,eix
2010-06-30,-550.0,-756.0,-102.0,eix
2010-03-31,-255.0,-352.0,-103.0,eix
2009-12-31,-738.0,-62.0,-101.0,eix
2009-09-30,-290.0,482.0,-101.0,eix
2009-06-30,-842.0,-558.0,-101.0,eix
2009-03-31,-373.0,-99.0,-101.0,eix
2008-12-31,452.0,-239.0,-99.0,eix
2008-09-30,2394.0,404.0,-99.0,eix
2008-06-30,-475.0,-498.0,-100.0,eix
2008-03-31,104.0,-117.0,-99.0,eix
2007-12-31,-17.0,-333.0,-95.0,eix
2007-09-30,239.0,776.0,-94.0,eix
2007-06-30,-482.0,-65.0,-95.0,eix
2007-03-31,-94.0,42.0,-94.0,eix
2006-12-31,-409.0,-107.0,-88.0,eix
2006-09-30,346.0,1333.0,-88.0,eix
2006-06-30,-39.0,-203.0,-88.0,eix
2006-03-31,4.0,98.0,-88.0,eix
2005-12-31,-682.0,-1.0,-82.0,eix
2005-09-30,456.0,365.0,-81.0,eix
2005-06-30,-245.0,87.0,-82.0,eix
2005-03-31,-323.0,-62.0,-81.0,eix
2004-12-31,117.0,-82.0,-66.0,eix
2004-09-30,-25.0,548.0,-65.0,eix
2004-06-30,-92.0,-1062.0,-65.0,eix
2004-03-31,510.0,-185.0,-65.0,eix
2003-12-31,-1068.0,201.0,0.0,eix
2003-09-30,866.0,1137.0,0.0,eix
2003-06-30,48.0,366.0,0.0,eix
2003-03-31,-135.0,357.0,0.0,eix
2002-12-31,-83.0,349.0,0.0,eix
2002-09-30,952.0,1107.0,0.0,eix
2002-06-30,-284.0,335.0,0.0,eix
2002-03-31,-2171.0,-1311.0,0.0,eix
2001-12-31,-40.0,1274.0,0.0,eix
2001-09-30,865.0,1152.0,0.0,eix
2001-06-30,295.0,-16.0,0.0,eix
2001-03-31,961.0,663.0,0.0,eix
2000-12-31,896.0,-338.0,-91.0,eix
2000-09-30,212.0,1623.0,-92.0,eix
2000-06-30,-53.0,129.0,-94.0,eix
2000-03-31,410.0,244.0,-94.0,eix
1999-12-31,-711.081,-1864.781,-93.997,eix
1999-09-30,280.708,-1633.604,-93.745,eix
1999-06-30,327.294,166.65,-93.745,eix
1999-03-31,27.079,-1593.265,-91.513,eix
1998-12-31,-612.449,855.227,-92.13,eix
1998-09-30,-459.906,216.714,-92.365,eix
1998-06-30,295.291,25.89,-95.179,eix
1998-03-31,-545.936,328.169,-94.326,eix
1997-12-31,1321.574,162.324,-97.646,eix
1997-09-30,-310.717,379.054,-99.41,eix
1997-06-30,162.345,366.762,-103.926,eix
1997-03-31,-163.202,442.86,-107.018,eix
1996-12-31,-154.459,185.575,-108.291,eix
1996-09-30,278.782,502.793,-109.888,eix
1996-06-30,50.131,230.809,-110.91,eix
1996-03-31,215.546,533.823,-110.911,eix
2023-03-31,1806.0,33.0,-236.0,el
2022-12-31,787.0,1134.0,-236.0,el
2022-09-30,-1019.0,-802.0,-215.0,el
2022-06-30,121.0,689.0,-216.0,el
2022-03-31,-767.0,-76.0,-215.0,el
2021-12-31,608.0,1673.0,-217.0,el
2021-09-30,-963.0,-286.0,-192.0,el
2021-06-30,-1441.0,603.0,-192.0,el
2021-03-31,854.0,663.0,-193.0,el
2020-12-31,1278.0,1486.0,-194.0,el
2020-09-30,-755.0,242.0,-174.0,el
2020-06-30,146.0,180.0,-1.0,el
2020-03-31,1280.0,513.0,-172.0,el
2019-12-31,1337.0,1259.0,-174.0,el
2019-09-30,-728.0,-295.0,-156.0,el
2019-06-30,85.0,460.0,-156.0,el
2019-03-31,1026.0,334.0,-156.0,el
2018-12-31,433.0,1228.0,-156.0,el
2018-09-30,-738.0,-247.0,-141.0,el
2018-06-30,41.0,381.0,-139.0,el
2018-03-31,35.0,376.0,-140.0,el
2017-12-31,661.0,1210.0,-141.0,el
2017-09-30,308.0,-34.0,-126.0,el
2017-06-30,-3.0,350.0,-125.0,el
2017-03-31,-123.0,320.0,-125.0,el
2016-12-31,598.0,851.0,-125.0,el
2016-09-30,-250.0,-223.0,-111.0,el
2016-06-30,358.0,282.0,-111.0,el
2016-03-31,-312.0,243.0,-111.0,el
2015-12-31,460.0,821.0,-111.0,el
2015-09-30,-613.0,-82.0,-90.0,el
2015-06-30,-267.2,364.8,-90.2,el
2015-03-31,47.1,298.9,-90.9,el
2014-12-31,-154.2,757.3,-91.4,el
2014-09-30,-233.7,49.0,-77.5,el
2014-06-30,98.9,198.4,-76.6,el
2014-03-31,-217.8,261.1,-76.8,el
2013-12-31,425.8,621.3,-78.6,el
2013-09-30,-173.5,-55.8,-69.8,el
2013-06-30,57.1,136.6,-69.9,el
2013-03-31,115.0,179.0,-69.8,el
2012-12-31,269.9,670.4,-279.0,el
2012-09-30,-294.0,-220.7,-0.5,el
2012-06-30,154.9,108.2,0.0,el
2012-03-31,193.7,169.1,0.0,el
2011-12-31,279.6,545.7,-203.7,el
2011-09-30,-533.5,-117.0,-0.3,el
2011-06-30,154.0,172.3,0.0,el
2011-03-31,55.9,140.5,0.0,el
2010-12-31,349.6,460.0,-147.9,el
2010-09-30,-427.2,-96.8,-0.1,el
2010-06-30,-260.5,49.3,0.0,el
2010-03-31,157.6,124.1,0.0,el
2009-12-31,424.4,555.4,-109.0,el
2009-09-30,-65.3,-42.7,-0.1,el
2009-06-30,223.9,325.4,0.0,el
2009-03-31,-88.3,31.6,0.0,el
2008-12-31,400.1,331.3,-108.3,el
2008-09-30,-72.9,-272.1,-0.1,el
2008-06-30,-8.3,64.1,0.0,el
2008-03-31,90.5,66.7,0.0,el
2007-12-31,108.1,412.8,-106.6,el
2007-09-30,-42.3,-211.3,0.0,el
2007-06-30,51.7,110.9,0.0,el
2007-03-31,-49.8,72.1,0.0,el
2006-12-31,71.1,305.1,-103.6,el
2006-09-30,-187.9,-138.6,0.0,el
2006-06-30,100.3,149.4,0.0,el
2006-03-31,-102.0,19.4,0.0,el
2005-12-31,-19.2,391.8,-85.4,el
2005-09-30,-163.8,-112.0,0.0,el
2005-06-30,35.3,116.2,0.0,el
2005-03-31,-59.9,-62.3,0.0,el
2004-12-31,190.8,331.3,-90.1,el
2004-09-30,-224.5,-136.7,0.0,el
2004-06-30,-256.2,41.0,0.0,el
2004-03-31,-2.1,125.3,-68.5,el
2003-12-31,387.2,383.6,0.0,el
2003-09-30,118.6,-89.1,0.0,el
2003-06-30,-163.9,77.8,-5.8,el
2003-03-31,-126.8,11.4,-52.3,el
2002-12-31,297.6,333.9,-5.9,el
2002-09-30,-189.7,-33.1,-17.7,el
2002-06-30,77.9,90.4,-17.7,el
2002-03-31,26.6,62.3,-17.7,el
2001-12-31,285.0,317.9,-17.8,el
2001-09-30,-189.3,-154.5,-17.8,el
2001-06-30,-36.8,2.2,-17.8,el
2001-03-31,-40.5,-36.8,-17.7,el
2000-12-31,190.2,213.2,-17.8,el
2000-09-30,-86.5,-65.4,-17.7,el
2000-06-30,-47.3,38.3,-17.8,el
2000-03-31,19.9,54.9,-17.7,el
1999-12-31,97.5,250.4,-17.7,el
1999-09-30,-97.3,-82.0,-17.7,el
1999-06-30,-22.6,5.4,-15.9,el
1999-03-31,-32.6,57.5,-15.9,el
1998-12-31,198.3,249.5,-15.9,el
1998-09-30,-73.1,-78.0,-15.9,el
1998-06-30,-5.9,-12.5,-15.9,el
1998-03-31,-9.2,18.3,-16.0,el
1997-12-31,95.1,185.0,-5.8,el
1997-09-30,-58.1,-53.2,-15.9,el
1997-06-30,-9.6,29.6,-15.9,el
1997-03-31,-23.3,16.8,-25.8,el
1996-12-31,85.6,206.8,-5.9,el
1996-09-30,-51.9,-83.0,-15.8,el
1996-06-30,11.0,1.3,-15.8,el
1996-03-31,-68.9,-26.7,-15.9,el
2023-03-31,106.0,-178.0,-94.0,emn
2022-12-31,32.0,251.0,-91.0,emn
2022-09-30,5.0,92.0,-94.0,emn
2022-06-30,-31.0,106.0,-98.0,emn
2022-03-31,28.0,-98.0,-98.0,emn
2021-12-31,-258.0,185.0,-93.0,emn
2021-09-30,108.0,424.0,-94.0,emn
2021-06-30,69.0,313.0,-94.0,emn
2021-03-31,-24.0,119.0,-94.0,emn
2020-12-31,-86.0,288.0,-89.0,emn
2020-09-30,-54.0,364.0,-90.0,emn
2020-06-30,24.0,337.0,-89.0,emn
2020-03-31,476.0,70.0,-90.0,emn
2019-12-31,-3.0,548.0,-85.0,emn
2019-09-30,21.0,306.0,-85.0,emn
2019-06-30,-9.0,330.0,-86.0,emn
2019-03-31,-31.0,-111.0,-87.0,emn
2018-12-31,33.0,593.0,-78.0,emn
2018-09-30,0.0,258.0,-80.0,emn
2018-06-30,-1.0,327.0,-80.0,emn
2018-03-31,3.0,-163.0,-80.0,emn
2017-12-31,-4.0,435.0,-73.0,emn
2017-09-30,-27.0,369.0,-74.0,emn
2017-06-30,25.0,285.0,-74.0,emn
2017-03-31,16.0,-81.0,-75.0,emn
2016-12-31,-26.0,139.0,-68.0,emn
2016-09-30,-33.0,309.0,-68.0,emn
2016-06-30,38.0,370.0,-68.0,emn
2016-03-31,-91.0,-59.0,-68.0,emn
2015-12-31,-16.0,348.0,-59.0,emn
2015-09-30,41.0,208.0,-60.0,emn
2015-06-30,72.0,450.0,-60.0,emn
2015-03-31,-18.0,-34.0,-59.0,emn
2014-12-31,2.0,299.0,-51.0,emn
2014-09-30,37.0,407.0,-53.0,emn
2014-06-30,-10.0,287.0,-53.0,emn
2014-03-31,-52.0,-153.0,-53.0,emn
2013-12-31,15.0,334.0,-46.0,emn
2013-09-30,-12.0,301.0,-47.0,emn
2013-06-30,56.0,262.0,-46.0,emn
2013-03-31,-71.0,-83.0,-1.0,emn
2012-12-31,12.0,271.0,-85.0,emn
2012-09-30,-2763.0,232.0,-36.0,emn
2012-06-30,2431.0,227.0,-35.0,emn
2012-03-31,-8.0,-72.0,-36.0,emn
2011-12-31,129.0,226.0,-36.0,emn
2011-09-30,-186.0,83.0,-33.0,emn
2011-06-30,-6.0,95.0,-33.0,emn
2011-03-31,124.0,-245.0,-34.0,emn
2010-12-31,-126.0,166.0,-31.0,emn
2010-09-30,207.0,257.0,-32.0,emn
2010-06-30,-48.0,160.0,-32.0,emn
2010-03-31,-310.0,-258.0,-32.0,emn
2009-12-31,125.0,46.0,-32.0,emn
2009-09-30,218.0,265.0,-32.0,emn
2009-06-30,110.0,159.0,-32.0,emn
2009-03-31,-47.0,-30.0,-32.0,emn
2008-12-31,50.0,154.0,-32.0,emn
2008-09-30,-225.0,60.0,-34.0,emn
2008-06-30,-231.0,-17.0,-34.0,emn
2008-03-31,-95.0,-188.0,-35.0,emn
2007-12-31,107.0,146.0,-35.0,emn
2007-09-30,-110.0,161.0,-37.0,emn
2007-06-30,58.0,51.0,-37.0,emn
2007-03-31,-106.0,-155.0,-38.0,emn
2006-12-31,509.0,262.0,-36.0,emn
2006-09-30,-67.0,-44.0,-36.0,emn
2006-06-30,12.0,31.0,-36.0,emn
2006-03-31,-39.0,-45.0,-36.0,emn
2005-12-31,238.0,270.0,-36.0,emn
2005-09-30,45.0,64.0,-36.0,emn
2005-06-30,-152.0,31.0,-35.0,emn
2005-03-31,68.0,50.0,-35.0,emn
2004-12-31,146.0,113.0,-35.0,emn
2004-09-30,32.0,61.0,-34.0,emn
2004-06-30,105.0,154.0,-34.0,emn
2004-03-31,-516.0,-96.0,-34.0,emn
2003-12-31,505.0,120.0,-34.0,emn
2003-09-30,-16.0,79.0,-34.0,emn
2003-06-30,-7.0,15.0,-34.0,emn
2003-03-31,-1.0,-218.0,-34.0,emn
2002-12-31,-11.0,-10.0,-33.0,emn
2002-09-30,14.0,138.0,-34.0,emn
2002-06-30,-7.0,193.0,-34.0,emn
2002-03-31,15.0,35.0,-34.0,emn
2001-12-31,-9.0,85.0,-34.0,emn
2001-09-30,5.0,114.0,-33.0,emn
2001-06-30,25.0,123.0,-34.0,emn
2001-03-31,-56.0,-187.0,-34.0,emn
2000-12-31,27.0,184.0,-34.0,emn
2000-09-30,-95.0,125.0,-33.0,emn
2000-06-30,117.0,237.0,-34.0,emn
2000-03-31,-134.0,114.0,-34.0,emn
1999-12-31,111.0,133.0,-34.0,emn
1999-09-30,-15.0,153.0,-34.0,emn
1999-06-30,35.0,200.0,-35.0,emn
1999-03-31,26.0,-58.0,-35.0,emn
1998-12-31,-57.0,139.0,-33.0,emn
1998-09-30,53.0,150.0,-35.0,emn
1998-06-30,-10.0,26.0,-36.0,emn
1998-03-31,14.0,-84.0,-34.0,emn
1997-12-31,-7.0,-12.0,-34.0,emn
1997-09-30,-4.0,90.0,-34.0,emn
1997-06-30,-11.0,-15.0,-36.0,emn
1997-03-31,27.0,-114.0,-34.0,emn
1996-12-31,-37.0,-3.0,-34.0,emn
1996-09-30,2.0,42.0,-33.0,emn
1996-06-30,19.0,71.0,-33.0,emn
1996-03-31,-60.0,-110.0,-34.0,emn
2023-03-31,-225.0,6.0,-297.0,emr
2022-12-31,467.0,359.0,-306.0,emr
2022-09-30,-725.0,1021.0,-305.0,emr
2022-06-30,-4400.0,630.0,-305.0,emr
2022-03-31,2203.0,375.0,-306.0,emr
2021-12-31,2372.0,450.0,-307.0,emr
2021-09-30,-506.0,624.0,-301.0,emr
2021-06-30,518.0,977.0,-303.0,emr
2021-03-31,145.0,707.0,-303.0,emr
2020-12-31,-1118.0,686.0,-303.0,emr
2020-09-30,865.0,1020.0,-299.0,emr
2020-06-30,-133.0,738.0,-299.0,emr
2020-03-31,948.0,477.0,-306.0,emr
2019-12-31,141.0,310.0,-305.0,emr
2019-09-30,-109.0,1005.0,-300.0,emr
2019-06-30,219.0,825.0,-302.0,emr
2019-03-31,136.0,414.0,-302.0,emr
2018-12-31,155.0,168.0,-305.0,emr
2018-09-30,-2318.0,721.0,-305.0,emr
2018-06-30,967.0,804.0,-306.0,emr
2018-03-31,-652.0,399.0,-307.0,emr
2017-12-31,34.0,351.0,-311.0,emr
2017-09-30,-78.0,678.0,-309.0,emr
2017-06-30,-1899.0,542.0,-309.0,emr
2017-03-31,888.0,78.0,-310.0,emr
2016-12-31,969.0,138.0,-311.0,emr
2016-09-30,-334.0,811.0,-305.0,emr
2016-06-30,194.0,627.0,-306.0,emr
2016-03-31,213.0,633.0,-306.0,emr
2015-12-31,55.0,363.0,-310.0,emr
2015-09-30,-339.0,1029.0,-309.0,emr
2015-06-30,137.0,342.0,-313.0,emr
2015-03-31,134.0,206.0,-321.0,emr
2014-12-31,-27.0,364.0,-326.0,emr
2014-09-30,100.0,1330.0,-300.0,emr
2014-06-30,325.0,842.0,-304.0,emr
2014-03-31,-13.0,414.0,-302.0,emr
2013-12-31,-538.0,455.0,-304.0,emr
2013-09-30,465.0,1205.0,-293.0,emr
2013-06-30,195.0,850.0,-295.0,emr
2013-03-31,88.0,477.0,-296.0,emr
2012-12-31,160.0,439.0,-297.0,emr
2012-09-30,75.0,1074.0,-290.0,emr
2012-06-30,139.0,705.0,-293.0,emr
2012-03-31,77.0,405.0,-294.0,emr
2011-12-31,24.0,204.0,-294.0,emr
2011-09-30,271.0,1011.0,-258.0,emr
2011-06-30,188.0,708.0,-259.0,emr
2011-03-31,100.0,627.0,-261.0,emr
2010-12-31,-99.0,240.0,-261.0,emr
2010-09-30,-1832.0,1046.0,-253.0,emr
2010-06-30,1265.0,581.0,-252.0,emr
2010-03-31,319.0,543.0,-253.0,emr
2009-12-31,280.0,598.0,-251.0,emr
2009-09-30,178.0,1209.0,-249.0,emr
2009-06-30,-125.0,800.0,-247.0,emr
2009-03-31,-161.0,359.0,-250.0,emr
2008-12-31,-109.0,187.0,-252.0,emr
2008-09-30,-280.0,1042.0,-232.0,emr
2008-06-30,290.0,672.0,-235.0,emr
2008-03-31,61.0,569.0,-236.0,emr
2007-12-31,698.0,296.0,-237.0,emr
2007-09-30,-323.0,981.0,-208.0,emr
2007-06-30,237.0,755.0,-208.0,emr
2007-03-31,4.0,393.0,-210.0,emr
2006-12-31,280.0,206.0,-211.0,emr
2006-09-30,115.0,777.0,-180.0,emr
2006-06-30,91.0,480.0,-183.0,emr
2006-03-31,-20.0,436.0,-184.0,emr
2005-12-31,-609.0,218.0,-183.0,emr
2005-09-30,-331.0,711.0,-172.0,emr
2005-06-30,-42.0,488.0,-173.0,emr
2005-03-31,121.0,301.0,-174.0,emr
2004-12-31,139.0,169.0,-175.0,emr
2004-09-30,-40.0,556.0,-169.0,emr
2004-06-30,221.0,672.0,-169.0,emr
2004-03-31,156.0,371.0,-168.0,emr
2003-12-31,313.0,217.0,-169.0,emr
2003-09-30,-13.0,716.0,-165.0,emr
2003-06-30,,,,emr
2002-09-30,,,,emr
2001-09-30,,,,emr
2001-03-31,43.9,255.5,-164.1,emr
2000-12-31,78.9,126.8,-164.0,emr
