Unnamed: 0,Net Cash Flow,Free Cash Flow,Dividends Paid,Accion
2023-01-31,197.0,220.0,-67.0,A
2022-10-31,-17.0,378.0,-62.0,A
2022-07-31,-115.0,244.0,-62.0,A
2022-04-30,72.0,219.0,-63.0,A
2022-01-31,-374.0,180.0,-63.0,A
2021-10-31,55.0,380.0,-59.0,A
2021-07-31,48.0,280.0,-59.0,A
2021-04-30,51.0,441.0,-59.0,A
2021-01-31,-111.0,197.0,-59.0,A
2020-10-31,83.0,350.0,-55.0,A
2020-07-31,35.0,266.0,-56.0,A
2020-04-30,97.0,280.0,-55.0,A
2020-01-31,-156.0,-93.0,-56.0,A
2019-10-31,-383.0,284.0,-51.0,A
2019-07-31,-390.0,195.0,-51.0,A
2019-04-30,97.0,213.0,-52.0,A
2019-01-31,-190.0,174.0,-52.0,A
2018-10-31,115.0,337.0,-47.0,A
2018-07-31,-879.0,164.0,-48.0,A
2018-04-30,122.0,255.0,-48.0,A
2018-01-31,210.0,155.0,-48.0,A
2017-10-31,391.0,230.0,-43.0,A
2017-07-31,0.0,185.0,-42.0,A
2017-04-30,48.0,214.0,-43.0,A
2017-01-31,-48.0,84.0,-42.0,A
2016-10-31,41.0,182.0,-38.0,A
2016-07-31,0.0,170.0,-37.0,A
2016-04-30,0.0,229.0,-37.0,A
2016-01-31,245.0,73.0,-38.0,A
2015-10-31,-1026.0,215.0,-33.0,A
2015-07-31,0.0,89.0,-33.0,A
2015-04-30,0.0,174.0,-33.0,A
2015-01-31,1.0,-52.0,-34.0,A
2014-10-31,352.0,141.0,-44.0,A
2014-07-31,1.0,-24.0,-44.0,A
2014-04-30,0.0,274.0,-44.0,A
2014-01-31,0.0,149.0,-44.0,A
2013-10-31,324.0,345.0,-39.0,A
2013-07-31,-168.0,162.0,-41.0,A
2013-04-30,69.0,265.0,-41.0,A
2013-01-31,99.0,187.0,-35.0,A
2012-10-31,428.0,423.0,-34.0,A
2012-07-31,-1973.0,191.0,-35.0,A
2012-04-30,234.0,316.0,-35.0,A
2012-01-31,135.0,104.0,0.0,A
2011-10-31,-667.0,461.0,0.0,A
2011-07-31,0.0,220.0,0.0,A
2011-04-30,12.0,327.0,0.0,A
2011-01-31,1533.0,82.0,0.0,A
2010-10-31,165.0,339.0,0.0,A
2010-07-31,1.0,63.0,0.0,A
2010-04-30,2.0,197.0,0.0,A
2010-01-31,2.0,5.0,0.0,A
2009-10-31,1060.0,184.0,0.0,A
2009-07-31,4.0,11.0,0.0,A
2009-04-30,6.0,103.0,0.0,A
2009-01-31,4.0,-17.0,0.0,A
2008-10-31,-454.0,214.0,0.0,A
2008-07-31,2.0,130.0,0.0,A
2008-04-30,17.0,288.0,0.0,A
2008-01-31,14.0,-16.0,0.0,A
2007-10-31,-437.0,359.0,0.0,A
2007-07-31,-1.0,144.0,0.0,A
2007-04-30,1.0,267.0,0.0,A
2007-01-31,1.0,57.0,0.0,A
2006-10-31,13.0,353.0,0.0,A
2006-07-31,-408.0,127.0,0.0,A
2006-04-30,-80.0,349.0,0.0,A
2006-01-31,511.0,-173.0,0.0,A
2005-10-31,-556.0,412.0,0.0,A
2005-07-31,97.0,95.0,0.0,A
2005-04-30,202.0,209.0,0.0,A
2005-01-31,168.0,109.0,0.0,A
2004-10-31,378.0,426.0,0.0,A
2004-07-31,95.0,43.0,0.0,A
2004-04-30,164.0,155.0,0.0,A
2004-01-31,71.0,1.0,0.0,A
2003-10-31,177.0,188.0,0.0,A
2003-07-31,-103.0,-154.0,0.0,A
2003-04-30,-221.0,-225.0,0.0,A
2003-01-31,-90.0,-136.0,0.0,A
2002-10-31,-261.0,-259.0,0.0,A
2002-07-31,-130.0,-239.0,0.0,A
2002-04-30,47.0,-204.0,0.0,A
2002-01-31,1018.0,-213.0,0.0,A
2001-10-31,171.0,-508.0,0.0,A
2001-07-31,190.0,312.0,0.0,A
2001-04-30,376.0,180.0,0.0,A
2001-01-31,-563.0,-346.0,0.0,A
2000-10-31,293.0,280.0,0.0,A
2000-07-31,-275.0,-243.0,0.0,A
2000-04-30,-390.0,-325.0,0.0,A
2000-01-31,1368.0,354.0,0.0,A
1999-10-31,0.0,-249.0,0.0,A
1999-07-28,0.0,103.0,0.0,A
1999-04-30,0.0,77.0,0.0,A
1999-01-31,0.0,-19.0,0.0,A
1998-10-31,0.0,298.0,0.0,A
1998-07-28,,,,A
2023-03-31,-2.0,2828.0,0.0,AAL
2022-12-31,110.0,-906.0,0.0,AAL
2022-09-30,-61.0,-1148.0,0.0,AAL
2022-06-30,25.0,1058.0,0.0,AAL
2022-03-31,104.0,378.0,0.0,AAL
2021-12-31,-23.0,-1465.0,0.0,AAL
2021-09-30,-34.0,-1896.0,0.0,AAL
2021-06-30,31.0,3587.0,0.0,AAL
2021-03-31,35.0,259.0,0.0,AAL
2020-12-31,102.0,-3084.0,0.0,AAL
2020-09-30,-170.0,-3078.0,0.0,AAL
2020-06-30,-19.0,-1183.0,0.0,AAL
2020-03-31,196.0,-978.0,-43.0,AAL
2019-12-31,-33.0,-625.0,-43.0,AAL
2019-09-30,-7.0,45.0,-45.0,AAL
2019-06-30,-18.0,-270.0,-44.0,AAL
2019-03-31,62.0,353.0,-46.0,AAL
2018-12-31,-28.0,-1042.0,-46.0,AAL
2018-09-30,9.0,-480.0,-46.0,AAL
2018-06-30,-95.0,378.0,-46.0,AAL
2018-03-31,2.0,1043.0,-48.0,AAL
2017-12-31,-45.0,-1708.0,-48.0,AAL
2017-09-30,-45.0,-482.0,-48.0,AAL
2017-06-30,22.0,489.0,-51.0,AAL
2017-03-31,31.0,568.0,-51.0,AAL
2016-12-31,-63.0,-768.0,-52.0,AAL
2016-09-30,-65.0,-116.0,-53.0,AAL
2016-06-30,-49.0,735.0,-58.0,AAL
2016-03-31,105.0,1067.0,-61.0,AAL
2015-12-31,-626.0,-1290.0,-72.0,AAL
2015-09-30,64.0,-301.0,-66.0,AAL
2015-06-30,-96.0,635.0,-70.0,AAL
2015-03-31,54.0,1089.0,-70.0,AAL
2014-12-31,-184.0,-492.0,-72.0,AAL
2014-09-30,-32.0,-1674.0,-72.0,AAL
2014-06-30,-49.0,-244.0,0.0,AAL
2014-03-31,119.0,212.0,0.0,AAL
2013-12-31,423.0,-1825.0,0.0,AAL
2013-09-30,113.0,-578.0,0.0,AAL
2013-06-30,-2.0,251.0,0.0,AAL
2013-03-31,126.0,-159.0,0.0,AAL
2022-12-31,78.078,146.498,0.0,AAP
2022-10-08,-49.347,53.115,-90.631,AAP
2022-07-16,101.818,267.127,-90.803,AAP
2022-04-23,-462.695,-168.966,-154.796,AAP
2022-01-01,-3.217,88.893,0.0,AAP
2021-10-09,-204.642,87.612,-62.954,AAP
2021-07-17,-70.946,388.805,-64.825,AAP
2021-04-24,45.241,259.638,-33.146,AAP
2021-01-02,-233.213,85.291,-0.137,AAP
2020-10-03,-73.297,309.09,-17.193,AAP
2020-07-11,-138.336,380.404,-17.424,AAP
2020-04-18,861.173,-71.994,-21.593,AAP
2019-12-28,-155.061,57.453,0.0,AAP
2019-10-05,-173.993,158.734,-4.157,AAP
2019-07-13,210.389,245.519,-4.305,AAP
2019-04-20,-359.197,143.783,-8.723,AAP
2018-12-29,-73.479,41.38,0.0,AAP
2018-10-06,67.757,195.09,-4.421,AAP
2018-07-14,263.106,262.705,-4.468,AAP
2018-04-21,92.206,120.026,-8.93,AAP
2017-12-30,183.635,175.981,-0.026,AAP
2017-10-07,106.072,99.869,-4.465,AAP
2017-07-15,131.143,175.547,-4.461,AAP
2017-04-22,-9.091,-29.251,-8.902,AAP
2016-12-31,15.684,41.654,-0.004,AAP
2016-10-08,14.667,152.489,-4.443,AAP
2016-07-16,1.119,71.278,-4.441,AAP
2016-04-23,12.926,0.535,-8.85,AAP
2016-01-02,-14.564,109.133,-0.007,AAP
2015-10-10,-9.19,142.276,-4.415,AAP
2015-07-18,-9.285,171.29,-4.414,AAP
2015-04-25,19.15,45.468,-8.813,AAP
2015-01-03,15.007,102.075,-0.019,AAP
2014-10-04,22.218,165.041,-4.383,AAP
2014-07-12,-15.912,193.786,-4.397,AAP
2014-04-19,-1029.113,20.635,-8.781,AAP
2013-12-28,545.17,98.738,-0.011,AAP
2013-10-05,46.332,53.166,-4.37,AAP
2013-07-13,113.245,126.037,-4.393,AAP
2013-04-20,-190.387,72.297,-8.8,AAP
2012-12-29,118.728,116.752,-0.01,AAP
2012-10-06,30.789,38.55,-4.39,AAP
2012-07-14,84.51,112.228,-4.412,AAP
2012-04-21,306.183,153.142,-8.784,AAP
2011-12-31,-8.028,157.417,-0.013,AAP
2011-10-08,-2.891,85.608,-4.386,AAP
2011-07-16,15.153,134.395,-4.454,AAP
2011-04-23,-5.542,184.588,-9.701,AAP
2011-01-01,-135.293,17.276,-0.024,AAP
2010-10-09,33.684,53.256,-5.017,AAP
2010-07-17,27.532,118.855,-5.107,AAP
2010-04-24,33.268,277.422,-10.903,AAP
2010-01-02,-116.197,15.758,-0.031,AAP
2009-10-10,89.824,153.309,-5.654,AAP
2009-07-18,75.489,102.502,-5.74,AAP
2009-04-25,13.544,242.582,-11.378,AAP
2009-01-03,16.051,55.302,-0.026,AAP
2008-10-04,1.848,-2.946,-5.758,AAP
2008-07-12,0.331,89.332,-5.738,AAP
2008-04-19,4.474,158.855,-11.659,AAP
2007-12-29,-0.182,-31.256,0.0,AAP
2007-10-06,-67.811,67.537,-6.059,AAP
2007-07-14,65.664,54.308,-6.411,AAP
2007-04-21,5.855,111.174,-12.682,AAP
2006-12-30,-2.859,-17.483,0.0,AAP
2006-10-07,0.859,-27.252,-6.314,AAP
2006-07-15,-42.222,38.746,-6.36,AAP
2006-04-22,14.567,93.451,-6.479,AAP
2005-12-31,-71.921,-55.584,0.0,AAP
2005-10-08,-63.184,101.285,0.0,AAP
2005-07-16,44.2,-2.867,0.0,AAP
2005-04-23,75.367,75.318,0.0,AAP
2005-01-01,28.842,-5.789,0.0,AAP
2004-10-09,7.662,17.224,0.0,AAP
2004-07-17,6.95,50.608,0.0,AAP
2004-04-24,1.38,31.532,0.0,AAP
2004-01-03,-38.371,-31.604,0.0,AAP
2003-10-04,3.784,67.74,0.0,AAP
2003-07-12,21.336,140.186,0.0,AAP
2003-04-19,10.853,94.125,0.0,AAP
2002-12-28,-42.958,7.822,0.0,AAP
2002-10-05,17.299,25.669,0.0,AAP
2002-07-13,-25.743,75.073,0.0,AAP
2002-04-20,47.17,69.603,0.0,AAP
2001-12-29,6.199,-36.58,0.0,AAP
2001-10-06,-7.702,6.112,0.0,AAP
2001-07-14,2.977,93.795,0.0,AAP
2001-04-21,-1.366,-20.846,0.0,AAP
2000-12-30,,,,AAP
2023-04-01,5155.0,25644.0,-3650.0,AAPL
2022-12-31,-3003.0,30218.0,-3768.0,AAPL
2022-09-24,-3884.0,20838.0,-3703.0,AAPL
2022-06-25,-319.0,20790.0,-3811.0,AAPL
2022-03-26,-9450.0,25652.0,-3595.0,AAPL
2021-12-25,2701.0,44163.0,-3732.0,AAPL
2021-09-25,653.0,16977.0,-3640.0,AAPL
2021-06-26,-4730.0,19001.0,-3767.0,AAPL
2021-03-27,2287.0,21712.0,-3447.0,AAPL
2020-12-26,-2070.0,35263.0,-3613.0,AAPL
2020-09-26,4750.0,18792.0,-3511.0,AAPL
2020-06-27,-8010.0,14706.0,-3656.0,AAPL
2020-03-28,1384.0,11458.0,-3375.0,AAPL
2019-12-28,-8559.0,28409.0,-3539.0,AAPL
2019-09-28,-1927.0,17133.0,-3479.0,AAPL
2019-06-29,12334.0,9636.0,-3629.0,AAPL
2019-03-30,-4954.0,8792.0,-3443.0,AAPL
2018-12-29,18858.0,23335.0,-3568.0,AAPL
2018-09-29,-6058.0,16482.0,-3530.0,AAPL
2018-06-30,-13088.0,11221.0,-3653.0,AAPL
2018-03-31,17568.0,10935.0,-3190.0,AAPL
2017-12-30,7202.0,25483.0,-3339.0,AAPL
2017-09-30,1718.0,11884.0,-3270.0,AAPL
2017-07-01,3414.0,6395.0,-3365.0,AAPL
2017-04-01,-1214.0,9681.0,-3004.0,AAPL
2016-12-31,-4113.0,23814.0,-3130.0,AAPL
2016-09-24,2247.0,13309.0,-3092.0,AAPL
2016-06-25,-3277.0,7729.0,-3187.0,AAPL
2016-03-26,4825.0,9002.0,-2902.0,AAPL
2015-12-26,-4431.0,23457.0,-2969.0,AAPL
2015-09-26,5801.0,9817.0,-2964.0,AAPL
2015-06-27,830.0,12899.0,-3053.0,AAPL
2015-03-28,-4989.0,16605.0,-2743.0,AAPL
2014-12-27,5634.0,30457.0,-2801.0,AAPL
2014-09-27,867.0,9398.0,-2829.0,AAPL
2014-06-28,-5972.0,7824.0,-2867.0,AAPL
2014-03-29,4872.0,12052.0,-2661.0,AAPL
2013-12-28,-182.0,20626.0,-2769.0,AAPL
2013-09-28,3011.0,7602.0,-2769.0,AAPL
2013-06-29,-805.0,5812.0,-2811.0,AAPL
2013-03-30,-4101.0,10205.0,-2491.0,AAPL
2012-12-29,5408.0,20971.0,-2493.0,AAPL
2012-09-29,2801.0,5635.0,-2488.0,AAPL
2012-06-30,-2176.0,7226.0,0.0,AAPL
2012-03-31,-189.0,12468.0,0.0,AAPL
2011-12-31,495.0,16125.0,0.0,AAPL
2011-09-24,-2276.0,5858.0,0.0,AAPL
2011-06-25,-3887.0,10146.0,0.0,AAPL
2011-03-26,5244.0,5563.0,0.0,AAPL
2010-12-25,-527.0,8510.0,0.0,AAPL
2010-09-25,1556.0,4870.0,0.0,AAPL
2010-06-26,-313.0,4175.0,0.0,AAPL
2010-03-27,2409.0,2029.0,0.0,AAPL
2009-12-26,2346.0,5400.0,0.0,AAPL
2009-09-26,-342.0,2638.0,0.0,AAPL
2009-06-27,1139.0,1968.0,0.0,AAPL
2009-03-28,-2770.0,741.0,0.0,AAPL
2008-12-27,-4639.0,3599.0,0.0,AAPL
2008-09-27,2502.0,3784.0,0.0,AAPL
2008-06-28,303.0,1017.0,0.0,AAPL
2008-03-29,-92.0,1033.0,0.0,AAPL
2007-12-29,-190.0,2563.0,0.0,AAPL
2007-09-29,2234.0,1491.0,0.0,AAPL
2007-06-30,23.0,944.0,0.0,AAPL
2007-03-31,-64.0,629.0,0.0,AAPL
2006-12-30,767.0,1671.0,0.0,AAPL
2006-09-30,-1621.0,910.0,0.0,AAPL
2006-07-01,1667.0,770.0,0.0,AAPL
2006-04-01,2196.0,-318.0,0.0,AAPL
2005-12-31,659.0,201.0,0.0,AAPL
2005-09-24,397.0,656.0,0.0,AAPL
2005-06-25,840.0,409.0,0.0,AAPL
2005-03-26,-221.0,493.0,0.0,AAPL
2004-12-25,-494.0,717.0,0.0,AAPL
2004-09-25,-151.0,384.0,0.0,AAPL
2004-06-26,-38.0,173.0,0.0,AAPL
2004-03-27,-566.0,26.0,0.0,AAPL
2003-12-27,328.0,175.0,0.0,AAPL
2003-09-27,-111.0,15.0,0.0,AAPL
2003-06-28,97.0,-38.0,0.0,AAPL
2003-03-29,798.0,58.0,0.0,AAPL
2002-12-28,360.0,90.0,0.0,AAPL
2002-09-28,1006.0,18.0,0.0,AAPL
2002-06-29,87.0,-68.0,0.0,AAPL
2002-03-30,-787.0,-41.0,0.0,AAPL
2001-12-29,-364.0,6.0,0.0,AAPL
2001-09-29,189.0,112.0,0.0,AAPL
2001-06-30,-17.0,-63.0,0.0,AAPL
2001-03-31,401.0,-61.0,0.0,AAPL
2000-12-30,546.0,-35.0,0.0,AAPL
2000-09-30,-153.0,123.0,0.0,AAPL
2000-07-01,-318.0,224.0,0.0,AAPL
2000-04-01,76.0,44.0,0.0,AAPL
2000-01-01,260.0,335.0,0.0,AAPL
1999-09-25,-447.0,204.0,0.0,AAPL
1999-06-26,415.0,82.0,0.0,AAPL
1999-03-27,137.0,270.0,0.0,AAPL
1998-12-26,-260.0,218.0,0.0,AAPL
1998-09-25,278.0,275.0,0.0,AAPL
1998-06-26,-82.0,223.0,0.0,AAPL
1998-03-27,92.0,153.0,0.0,AAPL
1997-12-26,-37.0,167.0,0.0,AAPL
1997-09-26,212.0,183.0,0.0,AAPL
1997-06-27,-255.0,-201.0,0.0,AAPL
1997-03-28,99.0,92.0,0.0,AAPL
1996-12-27,-378.0,74.0,0.0,AAPL
2023-03-31,-2490.0,4018.0,-2661.0,ABBV
2022-12-31,-2631.0,7215.0,-2506.0,ABBV
2022-09-30,3311.0,7425.0,-2504.0,ABBV
2022-06-30,2423.0,4862.0,-2507.0,ABBV
2022-03-31,-3648.0,4746.0,-2526.0,ABBV
2021-12-31,-2436.0,4888.0,-2314.0,ABBV
2021-09-30,3636.0,7718.0,-2315.0,ABBV
2021-06-30,-1209.0,4695.0,-2310.0,ABBV
2021-03-31,1306.0,4689.0,-2322.0,ABBV
2020-12-31,559.0,4575.0,-2101.0,ABBV
2020-09-30,1873.0,5613.0,-2100.0,ABBV
2020-06-30,-35125.0,2912.0,-1752.0,ABBV
2020-03-31,1218.0,3690.0,-1763.0,ABBV
2019-12-31,29276.0,3112.0,-1595.0,ABBV
2019-09-30,5476.0,4401.0,-1591.0,ABBV
2019-06-30,275.0,2349.0,-1592.0,ABBV
2019-03-31,-2392.0,2910.0,-1588.0,ABBV
2018-12-31,-726.0,3269.0,-1451.0,ABBV
2018-09-30,4468.0,4242.0,-1461.0,ABBV
2018-06-30,-5460.0,2752.0,-1531.0,ABBV
2018-03-31,-296.0,2526.0,-1137.0,ABBV
2017-12-31,857.0,2402.0,-1030.0,ABBV
2017-09-30,2358.0,3145.0,-1026.0,ABBV
2017-06-30,1348.0,1877.0,-1024.0,ABBV
2017-03-31,-360.0,2007.0,-1027.0,ABBV
2016-12-31,-1118.0,1427.0,-933.0,ABBV
2016-09-30,-109.0,1341.0,-933.0,ABBV
2016-06-30,-1229.0,1787.0,-927.0,ABBV
2016-03-31,-843.0,2007.0,-924.0,ABBV
2015-12-31,-824.0,1818.0,-840.0,ABBV
2015-09-30,1823.0,2028.0,-850.0,ABBV
2015-06-30,-506.0,1717.0,-818.0,ABBV
2015-03-31,-442.0,1440.0,-786.0,ABBV
2014-12-31,629.0,-731.0,-674.0,ABBV
2014-09-30,-1367.0,1606.0,-673.0,ABBV
2014-06-30,946.0,1575.0,-673.0,ABBV
2014-03-31,-1455.0,487.0,-641.0,ABBV
2013-12-31,620.0,1094.0,-641.0,ABBV
2013-09-30,232.0,1665.0,-640.0,ABBV
2013-06-30,1764.0,1918.0,-638.0,ABBV
2013-03-31,1078.0,1099.0,-636.0,ABBV
2012-12-31,3140.0,846.0,0.0,ABBV
2012-09-30,2687.0,2267.0,0.0,ABBV
2012-06-30,33.0,1467.0,0.0,ABBV
2012-03-31,14.0,1432.0,0.0,ABBV
2011-12-31,,,,ABBV
2023-03-31,-223.994,526.654,-101.766,ABC
2022-12-31,-1680.882,634.353,-99.713,ABC
2022-09-30,291.485,997.186,-96.448,ABC
2022-06-30,-170.748,295.233,-97.316,ABC
2022-03-31,-209.578,136.933,-97.382,ABC
2021-12-31,612.252,783.72,-100.541,ABC
2021-09-30,388.385,859.446,-92.607,ABC
2021-06-30,-3959.437,1085.824,-91.676,ABC
2021-03-31,1750.262,-540.105,-91.262,ABC
2020-12-31,293.172,837.643,-91.103,ABC
2020-09-30,1177.474,1217.02,-86.814,ABC
2020-06-30,-271.666,-194.618,-86.223,ABC
2020-03-31,459.334,775.82,-87.453,ABC
2019-12-31,-141.59,75.505,-83.088,ABC
2019-09-30,374.635,594.662,-83.91,ABC
2019-06-30,123.809,498.59,-84.636,ABC
2019-03-31,335.594,542.109,-84.893,ABC
2018-12-31,47.64,399.735,-85.535,ABC
2018-09-30,103.588,585.393,-82.077,ABC
2018-06-30,297.569,743.742,-83.431,ABC
2018-03-31,-946.388,-182.743,-83.978,ABC
2017-12-31,602.632,-63.315,-83.555,ABC
2017-09-30,1123.648,1285.485,-80.102,ABC
2017-06-30,-1092.966,-353.428,-80.075,ABC
2017-03-31,613.299,673.321,-79.924,ABC
2016-12-31,-950.698,-567.637,-80.169,ABC
2016-09-30,876.63,1200.083,-73.407,ABC
2016-06-30,-660.085,61.79,-73.241,ABC
2016-03-31,1547.197,790.504,-70.63,ABC
2015-12-31,-1189.352,661.504,-71.199,ABC
2015-09-30,-387.741,1087.467,-61.865,ABC
2015-06-30,218.204,1069.693,-63.935,ABC
2015-03-31,38.223,689.076,-64.094,ABC
2014-12-31,490.243,844.407,-64.025,ABC
2014-09-30,546.649,766.372,-52.911,ABC
2014-06-30,565.134,446.564,-53.161,ABC
2014-03-31,349.265,1050.087,-54.03,ABC
2013-12-31,-883.541,-1062.826,-54.367,ABC
2013-09-30,-336.579,-95.462,-48.711,ABC
2013-06-30,220.288,25.859,-48.802,ABC
2013-03-31,929.893,953.271,-48.608,ABC
2012-12-31,-649.204,-297.993,-49.595,ABC
2012-09-30,-589.14,504.983,-32.679,ABC
2012-06-30,-671.346,62.531,-32.652,ABC
2012-03-31,-43.241,218.471,-33.721,ABC
2011-12-31,544.345,386.172,-33.708,ABC
2011-09-30,-174.463,332.302,-30.704,ABC
2011-06-30,88.017,196.941,-31.649,ABC
2011-03-31,511.541,632.722,-27.536,ABC
2010-12-31,-257.287,-149.291,-27.735,ABC
2010-09-30,347.466,505.326,-22.316,ABC
2010-06-30,110.844,168.733,-22.552,ABC
2010-03-31,220.305,342.619,-22.605,ABC
2009-12-31,-29.801,-84.263,-23.149,ABC
2009-09-30,96.444,309.796,-16.772,ABC
2009-06-30,257.595,364.407,-15.126,ABC
2009-03-31,184.412,310.541,-15.227,ABC
2008-12-31,-407.197,-346.71,-15.571,ABC
2008-09-30,295.028,459.029,-11.926,ABC
2008-06-30,-8.274,105.469,-12.089,ABC
2008-03-31,67.221,165.487,-12.161,ABC
2007-12-31,-116.065,-127.205,-12.498,ABC
2007-09-30,153.195,96.959,-8.734,ABC
2007-06-30,-291.373,350.231,-9.322,ABC
2007-03-31,-20.007,395.797,-9.534,ABC
2006-12-31,-462.879,261.716,-9.659,ABC
2006-09-30,-373.777,-96.267,-5.025,ABC
2006-06-30,664.492,196.612,-5.106,ABC
2006-03-31,174.087,440.226,-5.254,ABC
2005-12-31,-170.087,204.462,-5.21,ABC
2005-09-30,281.982,240.523,-2.606,ABC
2005-06-30,-169.116,17.198,-2.611,ABC
2005-03-31,324.148,1026.186,-2.753,ABC
2004-12-31,-341.804,43.574,-2.628,ABC
2004-09-30,-31.828,118.698,-2.781,ABC
2004-06-30,239.407,580.758,-2.809,ABC
2004-03-31,380.539,442.597,-2.805,ABC
2003-12-31,-516.811,-505.914,-2.802,ABC
2003-09-30,575.213,1108.281,-2.798,ABC
2003-06-30,-1.133,-192.861,-2.765,ABC
2003-03-31,-140.82,32.403,-2.758,ABC
2002-12-31,-296.564,-682.836,-2.674,ABC
2002-09-30,299.934,396.086,-2.658,ABC
2002-06-30,-100.409,-128.594,-2.64,ABC
2002-03-31,207.126,634.538,-2.607,ABC
2001-12-31,-40.937,-428.565,-2.595,ABC
2001-09-30,203.328,203.05,0.0,ABC
2001-06-30,-31.97,-199.225,0.0,ABC
2001-03-31,-36.092,166.949,0.0,ABC
2000-12-31,41.542,-239.307,0.0,ABC
2000-09-30,84.658,200.594,0.0,ABC
2000-06-30,-13.08,-77.455,0.0,ABC
2000-03-31,-7.628,243.114,0.0,ABC
1999-12-31,-2.629,-164.656,0.0,ABC
1999-09-30,13.369,105.025,0.0,ABC
1999-06-30,-73.067,-117.612,0.0,ABC
1999-03-31,74.616,186.18,0.0,ABC
1998-12-31,-3.932,-183.95,0.0,ABC
1998-09-30,-3.087,76.481,0.0,ABC
1998-06-30,3.378,85.149,0.0,ABC
1998-03-31,-8.937,144.235,0.0,ABC
1997-12-31,-2.923,-194.595,0.0,ABC
1997-09-30,-23.87,-83.811,0.0,ABC
1997-06-30,22.744,144.626,0.0,ABC
1997-03-31,22.449,119.266,0.0,ABC
1996-12-31,-26.843,-205.07,0.0,ABC
1996-09-30,6.007,44.569,0.0,ABC
1996-06-30,-4.265,-14.671,0.0,ABC
1996-03-31,13.993,50.584,0.0,ABC
1995-12-31,17.669,-55.679,0.0,ABC
2023-02-28,339.084,2222.563,-708.022,ACN
2022-11-30,-1990.13,396.568,-705.567,ACN
2022-08-31,1186.265,3613.059,-613.73,ACN
2022-05-31,1237.452,2870.039,-613.785,ACN
2022-02-28,-171.001,1990.833,-616.583,ACN
2021-11-30,-2531.057,349.2,-613.208,ACN
2021-08-31,-1841.206,2200.137,-557.93,ACN
2021-05-31,842.802,2242.938,-559.07,ACN
2021-02-28,572.575,2442.211,-561.042,ACN
2020-11-30,178.673,1509.73,-558.052,ACN
2020-08-31,1973.069,2967.416,-509.201,ACN
2020-05-31,1005.805,2591.485,-508.913,ACN
2020-02-29,-374.081,1365.271,-511.238,ACN
2019-11-30,-316.316,691.848,-508.381,ACN
2019-08-31,1357.695,1874.993,0.0,ACN
2019-05-31,304.269,1983.281,-931.515,ACN
2019-02-28,101.099,1219.853,0.0,ACN
2018-11-30,-697.57,949.817,-932.838,ACN
2018-08-31,1132.515,1929.875,0.0,ACN
2018-05-31,333.766,1813.982,-855.11,ACN
2018-02-28,-86.632,789.271,0.0,ACN
2017-11-30,-445.149,874.376,-853.614,ACN
2017-08-31,744.652,1741.759,0.0,ACN
2017-05-31,143.346,1658.445,-782.451,ACN
2017-02-28,-838.196,56.349,0.0,ACN
2016-11-30,-828.551,1000.567,-785.127,ACN
2016-08-31,1407.731,1907.253,0.0,ACN
2016-05-31,463.219,1501.655,-717.462,ACN
2016-02-29,-38.534,216.715,0.0,ACN
2015-11-30,-1287.573,549.431,-720.676,ACN
2015-08-31,334.577,1443.625,0.0,ACN
2015-05-31,-35.211,1300.603,-674.735,ACN
2015-02-28,-410.947,220.374,0.0,ACN
2014-11-30,-448.958,822.328,-678.736,ACN
2014-08-31,872.446,1549.186,0.0,ACN
2014-05-31,368.585,1280.564,-624.682,ACN
2014-02-28,-846.924,216.923,0.0,ACN
2013-11-30,-1104.687,123.068,-630.234,ACN
2013-08-31,-306.2,1177.767,0.0,ACN
2013-05-31,301.999,1422.162,-561.603,ACN
2013-02-28,-42.806,545.572,0.0,ACN
2012-11-30,-961.634,-194.6,-560.135,ACN
2012-08-31,1011.867,1596.275,0.0,ACN
2012-05-31,59.913,1125.857,-475.961,ACN
2012-02-29,476.84,773.383,0.0,ACN
2011-11-30,-609.172,395.34,-474.896,ACN
2011-08-31,444.394,1247.67,0.0,ACN
2011-05-31,579.14,1241.735,-322.992,ACN
2011-02-28,517.092,523.739,0.0,ACN
2010-11-30,-677.84,31.636,-320.65,ACN
2010-08-31,526.181,1150.712,0.0,ACN
2010-05-31,197.36,904.07,-272.706,ACN
2010-02-28,114.688,617.341,0.0,ACN
2009-11-30,-541.599,185.074,-551.442,ACN
2009-08-31,539.203,972.889,0.0,ACN
2009-05-31,1024.459,972.574,0.0,ACN
2009-02-28,195.039,578.943,0.0,ACN
2008-11-30,-819.799,397.006,-378.446,ACN
2008-08-31,276.337,944.633,0.0,ACN
2008-05-31,742.284,1016.565,0.0,ACN
2008-02-29,111.766,651.633,0.0,ACN
2007-11-30,-842.023,-119.112,-333.685,ACN
2007-08-31,220.762,639.693,0.0,ACN
2007-05-31,133.695,897.827,0.0,ACN
2007-02-28,522.409,640.982,0.0,ACN
2006-11-30,-629.458,102.241,-293.059,ACN
2006-08-31,273.272,714.135,0.0,ACN
2006-05-31,759.682,748.658,0.0,ACN
2006-02-28,348.037,621.148,0.0,ACN
2005-11-30,-797.993,291.825,-267.973,ACN
2005-08-31,-289.041,438.947,0.0,ACN
2005-05-31,-287.172,524.561,0.0,ACN
2005-02-28,786.681,726.94,0.0,ACN
2004-11-30,-279.436,-114.821,0.0,ACN
