Unnamed: 0,Net Income,Shares Outstanding (Basic),Dividend Per Share,EBIT,EBITDA,Revenue,Accion
2012-03-31,197.5,253.483961,0.34,321.3,340.5,728.7,TROW
2011-12-31,188.4,252.639961,0.31,306.5,325.6,671.6,TROW
2011-09-30,185.5,256.368787,0.31,296.5,315.1,679.4,TROW
2011-06-30,204.7,259.750308,0.31,332.2,350.2,713.7,TROW
2011-03-31,194.6,258.993603,0.31,315.4,332.1,682.4,TROW
2010-12-31,191.6,256.435435,0.27,298.2,314.1,647.5,TROW
2010-09-30,169.1,256.349104,0.27,270.8,286.8,586.1,TROW
2010-06-30,158.5,259.561112,0.27,257,272.6,577.4,TROW
2010-03-31,153,258.993142,0.27,244,259.5,556.2,TROW
2009-12-31,152.5,257.501999,0.25,240,255.7,542.6,TROW
2009-09-30,132.9,256.122935,0.25,212.5,229,498.1,TROW
2009-06-30,100,255.477858,0.25,161.8,178.5,442.2,TROW
2009-03-31,48.2,255.4,0.25,74.6,91.4,384.5,TROW
2008-12-31,24.3,258.395927,0.24,40.9,56.8,415.9,TROW
2008-09-30,152.8,258.7,0.24,244.5,260,554.8,TROW
2008-06-30,162.2,259.6,0.24,266.4,282.1,586.5,TROW
2008-03-31,151.5,261.7,0.24,244.4,259.6,559.1,TROW
2007-12-31,190.7,264.054277,0.24,301.6,315.4,597.8,TROW
2007-09-30,174.8,264.2,0.17,281.7,293.9,571,TROW
2007-06-30,162.2,265.4,0.17,262.8,277,551.1,TROW
2007-03-31,142.9,265.4,0.17,230.7,244.5,508.4,TROW
2006-12-31,148.9,263.63686,0.17,238.2,251.8,489.1,TROW
2006-09-30,128.3,262.3,0.14,217.6,228.7,450.6,TROW
2006-06-30,135.7,264.8,0.14,216.6,227.7,446,TROW
2006-03-31,116.7,264,0.14,186.2,197.3,429.3,TROW
2005-12-31,117.619,261.38102,0.14,185.105,196.336,402.88,TROW
2005-09-30,116.335,260.012,0.115,184.316,195.111,388.703,TROW
2005-06-30,102.749,259.63,0.115,161.043,171.545,363.546,TROW
2005-03-31,94.297,260.532,0.115,149.336,159.108,357.071,TROW
2004-12-31,97.072,256.294242,0.115,149.3,159.246,345.449,TROW
2004-09-30,82.525,254.858,0.095,132.433,142.516,316.228,TROW
2004-06-30,80.264,253.952,0.095,128.953,138.796,309.672,TROW
2004-03-31,77.339,252.192,0.095,124.014,134.142,305.651,TROW
2003-12-31,68.647,249.041164,0.095,111.634,122.08,281.119,TROW
2003-09-30,66.291,248.026,0.085,106.118,117.405,258.268,TROW
2003-06-30,53.775,245.014,0.085,86.664,98.369,237.462,TROW
2003-03-31,38.774,244.884,0.085,62.799,74.65,218.718,TROW
2002-12-31,46.166,244.758092,0.085,71.035,83.159,219.638,TROW
2002-09-30,43.21,244.792,0.08,70.907,83.619,221.576,TROW
2002-06-30,51.854,246.272,0.08,84.294,97.285,240.28,TROW
2002-03-31,53.024,247.062,0.08,86.002,98.753,242.008,TROW
2001-12-31,45.006,246.915316,0.08,76.472,96.83,209.216,TROW
2001-09-30,50.398,246.566,0.075,87.694,107.914,243.618,TROW
2001-06-30,51.156,246.164,0.075,90.734,111.258,262.13,TROW
2001-03-31,49.308,245.502,0.075,87.727,107.113,280.482,TROW
2000-12-31,55.473,243.615878,0.075,98.478,117.555,233.183,TROW
2000-09-30,69.183,242.85,0.065,115.591,130.182,303.704,TROW
2000-06-30,69.339,241.86,0.065,114.991,125.355,300.682,TROW
2000-03-31,75.034,240.838,0.065,124.299,133.959,316.331,TROW
1999-12-31,110.271,239.303788,0.065,174.988,184.075,385.077,TROW
1999-09-30,62.221,241.934,0.05,102.788,103.246,259.929,TROW
1999-06-30,53.69,242.304,0.05,90.347,106.247,245.771,TROW
1999-03-31,41.29,236.99,0.05,70.217,78.145,210.434,TROW
1998-12-31,45.007,238.562286,0.05,73.06,87.049,234.84,TROW
1998-09-30,42.974,238.858,0.043,73.068,81.337,218.559,TROW
1998-06-30,44.869,238.418,0.043,76.471,82.502,222.309,TROW
1998-03-31,28.547,231.108,0.043,49.671,54.742,167.959,TROW
1997-12-31,40.731,233.8313,0.043,68.685,84.586,207.141,TROW
1997-09-30,41.337,232.662,0.033,69.305,74.863,199.769,TROW
1997-06-30,33.782,231.636,0.033,57.944,62.006,180.088,TROW
1997-03-31,20.419,245.972,0.033,35.576,39.089,132.412,TROW
1996-12-31,27.636,231.45034,0.033,47.451,,159.82,TROW
1996-09-30,25.948,247.104,0.026,45.168,,150.15,TROW
1996-06-30,24.45,247.096,0.026,42.866,,143.688,TROW
2023-03-31,975,231.7,0.93,1016,1016,9704,TRV
2022-12-31,819,233.1,0.93,1075,1075,9636,TRV
2022-09-30,454,235.4,0.93,616,616,9303,TRV
2022-06-30,551,238.4,0.93,745,745,9136,TRV
2022-03-31,1018,240.9,0.88,1269,1269,8809,TRV
2021-12-31,1333,243.7,0.88,1738,1738,9011,TRV
2021-09-30,662,247.7,0.88,873,873,8805,TRV
2021-06-30,934,250.7,0.88,1214,1214,8687,TRV
2021-03-31,733,252.1,0.85,973,973,8313,TRV
2020-12-31,1310,253.5,0.85,1699,1699,8397,TRV
2020-09-30,827,253.3,0.85,1073,1073,8275,TRV
2020-06-30,-40,251.6,0.85,0,0,7401,TRV
2020-03-31,600,254.4,0.82,804,804,7908,TRV
2019-12-31,873,256.7,0.82,1157,1157,8063,TRV
2019-09-30,396,259.2,0.82,516,516,8013,TRV
2019-06-30,557,261.3,0.82,754,754,7834,TRV
2019-03-31,796,262.9,0.77,1055,1055,7671,TRV
2018-12-31,621,263.8,0.77,833,833,7796,TRV
2018-09-30,709,266.1,0.77,892,892,7723,TRV
2018-06-30,524,268.7,0.77,721,721,7477,TRV
2018-03-31,669,271,0.72,867,867,7286,TRV
2017-12-31,551,272.7,0.72,953,953,7451,TRV
2017-09-30,293,274.1,0.72,415,415,7325,TRV
2017-06-30,595,277.5,0.72,882,882,7184,TRV
2017-03-31,617,279.7,0.67,849,849,6942,TRV
2016-12-31,943,282.4,0.67,1392,1392,7193,TRV
2016-09-30,716,286,0.67,1036,1036,6961,TRV
2016-06-30,664,290.1,0.67,980,980,6785,TRV
2016-03-31,691,294.2,0.61,1008,1008,6686,TRV
2015-12-31,866,299.5,0.61,1304,1304,6678,TRV
2015-09-30,928,307.6,0.61,1401,1401,6798,TRV
2015-06-30,812,314.8,0.61,1168,1168,6710,TRV
2015-03-31,833,320.8,0.55,1240,1240,6629,TRV
2014-12-31,1038,326.5,0.55,1552,1552,6795,TRV
2014-09-30,919,335.1,0.55,1351,1351,6886,TRV
2014-06-30,683,343,0.55,993,993,6785,TRV
2014-03-31,1052,350.9,0.5,1562,1562,6708,TRV
2013-12-31,988,358.9,0.5,1463,1463,6737,TRV
2013-09-30,864,368.9,0.5,1268,1268,6452,TRV
2013-06-30,925,375.9,0.5,1263,1263,6674,TRV
2013-03-31,896,377.7,0.46,1312,1312,6328,TRV
2012-12-31,304,380.8,0.46,404,404,6477,TRV
2012-09-30,864,384,0.46,1263,1263,6512,TRV
2012-06-30,499,388,0.46,704,704,6359,TRV
2012-03-31,806,392,0.41,1173,1173,6392,TRV
2011-12-31,618,402,0.41,874,874,6373,TRV
2011-09-30,333,415,0.41,429,429,6407,TRV
2011-06-30,-364,418.6,0.41,-630,-630,6388,TRV
2011-03-31,839,428.2,0.36,1065,1065,6278,TRV
2010-12-31,894,447.7,0.36,1295,1295,6332,TRV
2010-09-30,1005,465.9,0.36,1466,1466,6482,TRV
2010-06-30,670,484.5,0.36,978,978,6179,TRV
2010-03-31,647,508.4,0.33,955,955,6119,TRV
2009-12-31,1285,534.4,0.33,1891,1891,6456,TRV
2009-09-30,935,558.4,0.3,1348,1348,6327,TRV
2009-06-30,740,575.8,0.3,1035,1035,6162,TRV
2009-03-31,662,584.6,0.3,819,819,5735,TRV
2008-12-31,801,583.6,0.3,1021,1021,5805,TRV
2008-09-30,214,586.7,0.3,283,283,6145,TRV
2008-06-30,942,598.2,0.3,1378,1378,6295,TRV
2008-03-31,967,615.4,0.29,1404,1404,6232,TRV
2007-12-31,1063,631.3,0.29,1532,1532,6491,TRV
2007-09-30,1198,648.4,0.29,1768,1768,6526,TRV
2007-06-30,1254,658.6,0.29,1726,1726,6573,TRV
2007-03-31,1086,669.9,0.26,1536,1536,6427,TRV
2006-12-31,1189,679.3,0.26,1671,1671,6469,TRV
2006-09-30,1043,685.3,0.26,1542,1542,6316,TRV
2006-06-30,970,691.8,0.26,1422,1422,6255,TRV
2006-03-31,1006,692.2,0.23,1414,1414,6050,TRV
2005-12-31,179,688.3,0.23,273,273,6181,TRV
2005-09-30,162,679.2,0.23,149,149,6042,TRV
2005-06-30,1069,669.5,0.23,1502,1502,6037,TRV
2005-03-31,212,668.1,0.22,594,594,6105,TRV
2004-12-31,303,667.1,0.22,406,406,6228,TRV
2004-09-30,340,665.9,0.22,455,455,6129,TRV
2004-06-30,-275,664.8,0.43,-451,-451,6060,TRV
2004-03-31,587,434.6,0.5,850,850,4127,TRV
2003-12-31,489,434,0.29,686,686,4041,TRV
2003-09-30,426,434.3,0.29,596,596,3746,TRV
2003-06-30,441,434.4,0.29,636,636,3749,TRV
2003-03-31,340,434.5,0.29,481.5,481.5,3603,TRV
2002-12-31,-1,411.5,0.29,-249,-249,7295,TRV
2002-09-30,63,226.318181,0.29,89,89,2297,TRV
2002-06-30,-223,208.319416,0.29,-369,-369,2344,TRV
2002-03-31,133,207.987546,0.29,181,181,2334,TRV
2001-12-31,-736,207.405759,0.28,-1002,-1002,2494,TRV
2001-09-30,-659,208.947154,0.28,-941,-941,2225,TRV
2001-06-30,104,214.437297,0.28,141,141,2163,TRV
2001-03-31,202,216.847384,0.28,291,291,2162,TRV
2000-12-31,193,217.689317,0.27,272,272,1975,TRV
2000-09-30,231,216.345254,0.27,328,328,1861,TRV
2000-06-30,212,212.060928,0.27,296,296,1971,TRV
2000-03-31,358,214.895253,0.27,529,529,2146,TRV
1999-12-31,138,227.254539,0.26,189,307,1522,TRV
1999-09-30,327,226.638192,0.26,362,362,1785,TRV
1999-06-30,204,226.288957,0.26,272,272,1933,TRV
1999-03-31,165,228.924899,0.26,231,231,1909,TRV
1998-12-31,100,235.733012,0.25,67,67,1639,TRV
1998-09-30,68,236.102543,0.25,56,56,1925,TRV
1998-06-30,-274,234.585388,0.5,-369,-369,2100,TRV
1998-03-31,195,168.042296,0.25,250,250,2324,TRV
1997-12-31,255.468,167.280286,0.235,393.036,393.036,1088.357,TRV
1997-09-30,215.172,167.728958,0.235,274.551,274.551,2324.29,TRV
1997-06-30,288.942,167.222762,0.235,390.92,390.92,2493.102,TRV
1997-03-31,124.549,167.032314,0.235,177.46,177.46,1557.203,TRV
1996-12-31,344.894,167.032314,0.22,423.674,423.674,5061.014,TRV
1996-09-30,128.934,,0.22,130.034,130.034,1476.158,TRV
1996-06-30,130.053,,0.22,167.733,167.733,1364.474,TRV
1996-03-31,128.821,,0.22,161.898,161.898,1329.891,TRV
2023-04-01,183.088,110.045,1.03,244.44,341.673,3299.225,TSCO
2022-12-31,270.87,110.364,0.92,359.21,454.03,4006.375,TSCO
2022-09-24,234.137,110.861,0.92,306.412,393.648,3270.804,TSCO
2022-06-25,396.478,111.59,0.92,525.035,608.395,3903.406,TSCO
2022-03-26,187.227,112.531,0.92,244.286,321.932,3024.132,TSCO
2021-12-25,221.338,113.666,0.52,293.054,368.481,3319.284,TSCO
2021-09-25,224.4,114.223,0.52,297.225,367.049,3017.926,TSCO
2021-06-26,370.022,115.133,0.52,485.883,550.736,3601.559,TSCO
2021-03-27,181.354,116.153,0.52,230.536,290.59,2792.336,TSCO
2020-12-26,135.893,116.49,0.4,184.467,242.957,2878.265,TSCO
2020-09-26,190.61,116.339,0.4,252.177,306.828,2606.572,TSCO
2020-06-27,338.678,115.912,0.35,447.746,500.293,3176.327,TSCO
2020-03-28,83.777,116.738,0.35,112.538,163.974,1959.188,TSCO
2019-12-28,144.179,118.368,0.35,190.438,241.832,2191.785,TSCO
2019-09-28,122.133,118.956,0.35,161.817,211.636,1984.144,TSCO
2019-06-29,219.21,120.371,0.35,287.557,336.555,2353.782,TSCO
2019-03-30,76.832,121.211,0.31,103.408,149.175,1822.22,TSCO
2018-12-29,136.851,122.15,0.31,180.382,226.35,2133.271,TSCO
2018-09-29,116.784,121.876,0.31,153.148,198.134,1881.625,TSCO
2018-06-30,207.289,122.1,0.31,273.458,317.068,2213.249,TSCO
2018-03-31,71.433,124.477,0.27,94.749,137.536,1682.901,TSCO
2017-12-30,109.743,125.473,0.27,183.842,226.975,1952.838,TSCO
2017-09-30,91.896,126.416,0.27,148.253,190.18,1721.704,TSCO
2017-07-01,160.649,128.186,0.27,257.925,298.972,2017.762,TSCO
2017-04-01,60.311,130.276,0.24,96.362,136.089,1564.078,TSCO
2016-12-31,123.583,131.033,0.24,194.616,234.278,1916.542,TSCO
2016-09-24,89.444,133.392,0.24,142.02,177.682,1542.706,TSCO
2016-06-25,156.425,133.564,0.24,249.249,283.306,1852.534,TSCO
2016-03-26,67.668,133.63,0.2,108.195,141.772,1467.797,TSCO
2015-12-26,111.712,134.337,0.2,173.288,206.113,1646.61,TSCO
2015-09-26,87.312,135.525,0.2,139.208,169.357,1475.645,TSCO
2015-06-27,153.331,136.12,0.2,245.165,275.478,1772.9,TSCO
2015-03-28,58.04,136.347,0.16,92.847,123.129,1331.352,TSCO
2014-12-27,112.062,136.197,0.16,177.701,207.815,1584.254,TSCO
2014-09-27,76.603,137.367,0.16,122.013,151.4,1359.95,TSCO
2014-06-28,133.411,138.394,0.16,211.029,238.943,1583.831,TSCO
2014-03-29,48.809,139.118,0.13,78.729,105.949,1183.68,TSCO
2013-12-28,95.881,139.748,0.13,147.078,174.047,1415.089,TSCO
2013-09-28,64.767,139.524,0.13,101.67,127.807,1208.09,TSCO
2013-06-29,123.58,139.344,0.13,197.979,222.199,1455.767,TSCO
2013-03-30,44.006,138.896,0.1,67.923,90.622,1085.838,TSCO
2012-12-29,79.487,140.438,0.1,124.776,147.371,1286.166,TSCO
2012-09-29,50.021,141.482,0.1,77.779,99.987,1065.638,TSCO
2012-06-30,106.621,143.628,0.1,169.844,192.277,1291.899,TSCO
2012-03-31,40.328,143.188,0.06,64.393,86.132,1020.417,TSCO
2011-12-31,70.512,142.288,0.06,111.545,135.207,1240.028,TSCO
2011-09-24,42.733,142.452,0.06,68.129,87.72,977.776,TSCO
2011-06-25,91.16,144.014,0.06,144.263,163.092,1178.363,TSCO
2011-03-26,18.335,145.408,0.035,28.766,47.031,836.576,TSCO
2010-12-25,50.209,145.626,0.035,78.702,97.186,1032.649,TSCO
2010-09-25,29.863,145.2,0.035,47.407,64.909,829.114,TSCO
2010-06-26,77.318,145.33,0.035,123.648,140.805,1065.656,TSCO
2010-03-27,10.582,144.618,0.035,16.467,33.121,710.917,TSCO
2009-12-26,42.532,144.394,0,66.289,83.79,862.532,TSCO
2009-09-26,21.979,144.136,0,35.797,52.218,747.73,TSCO
2009-06-27,54.764,143.536,0,88.294,104.429,946.504,TSCO
2009-03-28,0.47,143.804,0,1.185,17.386,650.171,TSCO
2008-12-27,50.775,147.322,0,83.169,99.175,799.496,TSCO
2008-09-27,15.87,145.720308,0,26.077,41.422,733.918,TSCO
2008-06-28,43.352,149.412672,0,71.158,86.166,898.327,TSCO
2008-03-29,-2.004,150.113484,0,-2.041,12.331,576.208,TSCO
2007-12-29,30.017,154.125712,0,50.284,64.078,723.252,TSCO
2007-09-29,17.468,156.280056,0,29.669,42.569,629.199,TSCO
2007-06-30,43.757,158.9461,0,71.108,83.465,790.929,TSCO
2007-03-31,4.999,161.20854,0,8.98,20.993,559.832,TSCO
2006-12-30,29.497,161.01182,0,48.244,59.616,629.898,TSCO
2006-09-30,18.059,160.131084,0,29.103,39.82,559.222,TSCO
2006-07-01,42.927,159.708092,0,68.931,79.511,714.944,TSCO
2006-04-01,0.525,157.859564,0,1.741,11.364,465.547,TSCO
2005-12-31,30.902,157.323528,0,49.447,58.863,597.934,TSCO
2005-09-24,18.329,156.580628,0,28.939,37.832,479.607,TSCO
2005-06-25,35.754,155.610492,0,56.308,64.373,613.235,TSCO
2005-03-26,0.684,153.31848,0,1.75,9.396,377.203,TSCO
2004-12-25,22.008,153.157092,0,34.29,41.585,455.986,TSCO
2004-09-25,7.612,153.029008,0,12.128,19.021,426.384,TSCO
2004-06-26,31.004,152.836416,0,49.241,55.913,525.919,TSCO
2004-03-27,3.445,151.51982,0,5.887,12.213,330.554,TSCO
2003-12-27,16.053,149.189448,0,27.289,34.517,388.53,TSCO
2003-09-27,12.129,148.98788,0,19.993,25.158,361.204,TSCO
2003-06-28,27.387,148.29104,0,44.186,48.936,449.391,TSCO
2003-03-29,0.125,146.299744,0,2.317,6.771,273.76,TSCO
2002-12-28,17.028,145.335192,0,27.448,33.311,327.917,TSCO
2002-09-28,7.801,144.561472,0,13.312,17.869,296.215,TSCO
2002-06-29,17.346,144.091584,0,29.125,33.582,392.048,TSCO
2002-03-30,-4.01,142.53352,0,-5.401,-2.308,193.81,TSCO
2001-12-29,9.554,141.262544,0,12.024,14.924,220.357,TSCO
2001-09-29,2.425,141.143456,0,4.933,7.749,199.435,TSCO
2001-06-30,15.644,141.020336,0,25.628,28.459,267.49,TSCO
2001-03-31,-1.849,140.857184,0,-1.565,1.142,162.517,TSCO
2000-12-30,5.696,140.680432,0,11.64,14.312,203.736,TSCO
2000-09-30,1.123,140.562336,0,3.619,6.209,175.478,TSCO
2000-07-01,10.546,140.47024,0,19.062,21.507,232.341,TSCO
2000-04-01,-0.975,140.387168,0,-0.338,1.844,147.482,TSCO
2000-01-01,6.242,140.305696,0,11.911,14.018,188.097,TSCO
1999-09-25,2.647,140.228448,0,5.624,7.565,160.214,TSCO
1999-06-26,10.125,140.150256,0,17.811,19.626,214.124,TSCO
1999-03-27,-1.14,140.018064,0,-1.131,0.317,125.647,TSCO
1998-12-26,4.997,139.96968,0,9.513,10.891,158.381,TSCO
1998-09-26,2.137,139.911456,0,4.486,5.856,140.628,TSCO
1998-06-27,9.168,139.861264,0,16.273,17.592,196.081,TSCO
1998-03-28,-1.502,139.783904,0,-1.71,-0.435,105.587,TSCO
1997-12-27,4.147,139.699488,0,7.966,9.181,134.712,TSCO
1997-09-27,1.552,139.626544,0,3.221,4.382,118.438,TSCO
1997-06-28,6.988,139.505904,0,12.149,13.254,159.493,TSCO
1997-03-29,-0.926,139.488,0,-0.964,0.064,96.409,TSCO
1996-12-28,4.046,139.488,0,7.223,8.136,116.165,TSCO
1996-09-28,2.286,,0,4.456,5.339,104.99,TSCO
1996-06-29,7.868,,0,13.698,14.55,146.717,TSCO
1996-03-30,-0.964,,0,-0.938,-0.201,81.157,TSCO
2022-12-31,316,356,0.48,514,817,13260,TSN
2022-10-01,538,357,0.46,750,1060,13737,TSN
2022-07-02,750,359,0.46,1068,1365,13495,TSN
2022-04-02,829,361,0.46,1180,1475,13117,TSN
2022-01-01,1121,362,0.46,1505,1805,12933,TSN
2021-10-02,1355,363,0.445,1935,2243,12811,TSN
2021-07-03,749,363,0.445,1067,1369,12478,TSN
2021-04-03,476,363,0.445,733,1039,11300,TSN
2021-01-02,467,363,0.445,721,1019,10460,TSN
2020-10-03,654,363,0.42,958,1274,11460,TSN
2020-06-27,526,362,0.42,787,1082,10022,TSN
2020-03-28,376,363,0.42,621,914,10888,TSN
2019-12-28,505,363,0.42,773,1061,10815,TSN
2019-09-28,327,363,0.375,529,818,10884,TSN
2019-06-29,676,363,0.375,840,1126,10885,TSN
2019-03-30,426,364,0.375,643,916,10443,TSN
2018-12-29,551,364,0.375,811,1061,10193,TSN
2018-09-29,483,362,0.3,781,1027,9999,TSN
2018-06-30,541,365,0.3,811,1049,10051,TSN
2018-03-31,315,366,0.3,508,738,9773,TSN
2017-12-30,1631,366,0.225,929,1158,10229,TSN
2017-09-30,394,366,0.225,673,891,10145,TSN
2017-07-01,447,366,0.225,687,874,9850,TSN
2017-04-01,340,365,0.225,574,753,9083,TSN
2016-12-31,593,367,0.15,969,1146,9182,TSN
2016-10-01,391,376,0.15,588,767,9156,TSN
2016-07-02,484,382,0.15,770,948,9403,TSN
2016-04-02,432,388,0.15,706,882,9170,TSN
2016-01-02,461,395,0.15,779,951,9152,TSN
2015-10-03,258,405,0.1,556,743,10506,TSN
2015-06-27,343,405,0.1,590,767,10071,TSN
2015-03-28,310,404,0.1,553,725,9979,TSN
2014-12-27,309,406,0.075,511,686,10817,TSN
2014-09-27,137,381,0.075,273,421,10105,TSN
2014-06-28,260,350,0.075,337,465,9682,TSN
2014-03-29,213,343,0.075,369,496,9032,TSN
2013-12-28,254,341,0.075,413,540,8761,TSN
2013-09-28,261,346,0.05,421,553,8894,TSN
2013-06-29,249,353,0.05,421,549,8731,TSN
2013-03-30,95,353,0.05,184,313,8383,TSN
2012-12-29,173,355,0.15,306,436,8366,TSN
2012-09-29,185,360,0.04,345,475,8315,TSN
2012-06-30,76,361,0.04,344,468,8261,TSN
2012-03-31,166,364,0.04,309,432,8268,TSN
2011-12-31,156,367,0.04,292,414,8329,TSN
2011-10-01,97,367,0.04,181,303,8170,TSN
2011-07-02,196,374,0.04,329,457,8247,TSN
2011-04-02,159,375,0.04,307,435,8000,TSN
2011-01-01,298,374,0.04,515,643,7615,TSN
2010-10-02,213,373,0.04,393,518,7441,TSN
2010-07-03,248,374,0.04,503,628,7438,TSN
2010-04-03,159,373,0.04,352,476,6916,TSN
2010-01-02,160,373,0.04,317,440,6635,TSN
2009-10-03,-457,369,0.04,-318,-188,7214,TSN
2009-06-27,131,372,0.04,292,422,6662,TSN
2009-03-28,-119,373,0.04,17,148,6307,TSN
2008-12-27,-102,373,0.04,-204,-82,6521,TSN
2008-09-27,48,354,0.04,148,267,7201,TSN
2008-06-28,9,350,0.04,61,184,6849,TSN
2008-03-29,-5,350,0.04,52,176,6336,TSN
2007-12-29,34,349,0.04,108,235,6476,TSN
2007-09-27,32,348,0.04,113,241,6574,TSN
2007-06-30,111,349,0.04,220,350,6618,TSN
2007-03-31,68,348,0.04,165,293,6501,TSN
2006-12-30,57,347,0.04,147,275,6558,TSN
2006-09-30,-56,345,0.04,5,139,5501,TSN
2006-07-01,-52,345,0.04,-2,128,6383,TSN
2006-04-01,-127,346,0.04,-139,-11,6251,TSN
2005-12-31,39,345,0.04,114,239,6454,TSN
2005-10-01,117,345,0.04,189,313,6495,TSN
2005-07-02,131,345,0.04,259,385,6708,TSN
2005-04-02,76,344,0.04,178,303,6359,TSN
2005-01-01,48,344,0.04,134,260,6452,TSN
2004-10-02,66,345,0.04,172,303,7149,TSN
2004-06-26,161,345,0.04,325,446,6634,TSN
2004-03-27,119,345,0.04,260,379,6153,TSN
2003-12-27,57,345,0.04,158,277,6505,TSN
2003-09-27,147,346,0.04,305,425,6572,TSN
2003-06-28,79,345,0.04,192,302,6330,TSN
2003-03-29,72,346,0.04,182,294,5845,TSN
2002-12-28,39,347,0.04,140,256,5802,TSN
2002-09-28,84,348,0.04,203,314,5761,TSN
2002-06-29,107,348,0.04,243,367,5902,TSN
2002-03-30,65,348,0.04,179,294,5839,TSN
2001-12-29,127,348,0.04,273,390,5865,TSN
2001-09-29,48,218,0.04,146,259,5020,TSN
2001-06-30,19,221,0.04,57,129,1917,TSN
2001-03-31,-6,221,0.04,20,95,1857,TSN
2000-12-30,27,223,0.04,67,142,1769,TSN
2000-09-30,17.8,221.7,0.04,55.3,131.7,1891.4,TSN
2000-07-01,40.5,224.6,0.04,88.9,162.7,1807.1,TSN
2000-04-01,35.7,225.7,0.04,87.3,160.1,1790.8,TSN
2000-01-01,57,228,0.04,119,190,1779,TSN
1999-10-02,41.2,229.585229,0.04,90,162.6,1815.7,TSN
1999-07-03,68.4,229.5,0.025,139.6,214.5,1881.3,TSN
1999-04-03,64.6,230.5,0.025,133.5,203.5,1841.3,TSN
1999-01-02,55.8,230.8,0.025,119.9,193.4,1824.7,TSN
1998-10-03,-89.8,231.153815,0.025,-75,3.1,2068.8,TSN
1998-06-27,46.6,230.7,0.025,111.6,181.3,1953.6,TSN
1998-03-28,23.3,231.5,0.025,74.9,145.5,1870.8,TSN
1997-12-27,44.9,213.3,0.025,98.5,156.1,1520.8,TSN
1997-09-27,47.8,217,0.025,103,161.1,1662.3,TSN
1997-06-28,45.2,215.5,0.025,99.9,157,1591.2,TSN
1997-03-29,48.2,216.9,0.03,102.7,160,1574.3,TSN
1996-12-28,44.6,217.4,0.02,134.5,192.4,1527.9,TSN
1996-09-28,14.6,,0.02,55,114.5,1691.1,TSN
1996-06-29,14.6,218,0.02,56.1,116.1,1628.2,TSN
1996-03-30,14.4,218,0.02,56.2,117.7,1587.7,TSN
1995-12-30,43.3,218.1,0.013,101.5,159.8,1546.8,TSN
2022-12-31,439.1,230.307296,0.67,568.5,651.1,4073.8,TT
2022-09-30,547.9,231.9,0.67,708.4,792.3,4371.9,TT
2022-06-30,509.3,233.8,0.67,701.8,781.6,4190.4,TT
2022-03-31,260.2,234.6,0.67,377.3,454.6,3355.5,TT
2021-12-31,317.8,237.540178,0.59,439.3,515.7,3569.3,TT
2021-09-30,405.7,238.2,0.59,560.2,632.4,3719.8,TT
2021-06-30,464.7,239.9,0.59,646.8,721.6,3829.7,TT
2021-03-31,235.2,239.4,0.59,344.3,420.3,3017.6,TT
2020-12-31,244.7,240.124921,0.53,379,449.6,3179.1,TT
2020-09-30,400.6,240.4,0.53,552.9,627.4,3495.5,TT
2020-06-30,238.8,240,0.53,383.6,457.8,3138.8,TT
2020-03-31,-29.2,239.5,0.53,84.9,159.9,2641.3,TT
2019-12-31,296.1,239.59685,0.53,405.5,478.5,3183.7,TT
2019-09-30,458.8,241.7,0.53,603.2,675.9,3470.9,TT
2019-06-30,456.1,242.1,0.53,612.5,684.7,3617.6,TT
2019-03-31,199.9,242.5,0.53,271.1,342,2803.7,TT
2018-12-31,254,245.656287,0.53,378.3,387.6,570.7,TT
2018-09-30,515.1,246.4,0.53,562.5,647.7,4030.9,TT
2018-06-30,448.1,247.5,0.45,626.4,720.8,4357.7,TT
2018-03-31,120.4,250.4,0.45,226.3,319.7,3384.5,TT
2017-12-31,459.9,249.867865,0.45,350.7,442.1,3618.1,TT
2017-09-30,367,253.3,0.45,497.3,585.1,3670.5,TT
2017-06-30,358.6,256.4,0.4,550.8,638.2,3908.4,TT
2017-03-31,117.1,259.4,0.4,199.8,286.5,3000.6,TT
2016-12-31,198.8,258.330846,0.4,316.5,404,3358.8,TT
2016-09-30,377.4,259.2,0.32,515.1,603.8,3567.8,TT
2016-06-30,747.6,259.2,0.32,896.6,984.6,3688.2,TT
2016-03-31,152.4,259.4,0.32,251,339,2894.1,TT
2015-12-31,233.5,261.048995,0.29,358.5,453.4,3325.8,TT
2015-09-30,300.9,265.6,0.29,470.5,559,3486.9,TT
2015-06-30,78.9,266.5,0.29,466.1,558.9,3600.2,TT
2015-03-31,51.3,265.4,0.29,133.3,221.2,2887.8,TT
2014-12-31,255.5,265.471878,0.25,394.7,476.6,3240.5,TT
2014-09-30,291.3,267.9,0.25,437.7,520,3385,TT
2014-06-30,306,270.4,0.25,462.7,548.6,3542.9,TT
2014-03-31,79,278.3,0.25,155.5,237.8,2722.9,TT
2013-12-31,47.7,288.086571,0.21,181.8,265.6,3098.9,TT
2013-09-30,165.9,291.6,0.21,323.8,406.7,3214.2,TT
2013-06-30,317.2,297.5,0.21,427.8,511.1,3398.4,TT
2013-03-31,88,298.9,0.21,153.1,236.8,2639,TT
2012-12-31,235.6,301.001865,0.16,193.6,242,1423.6,TT
2012-09-30,321.6,307.7,0.16,447.5,539.8,3592.8,TT
2012-06-30,365.8,309.2,0.16,482.7,577.8,3821.3,TT
