Unnamed: 0,Net Income,Shares Outstanding (Basic),Dividend Per Share,EBIT,EBITDA,Revenue,Accion
2023-01-31,352,296,0.225,435,502,1756,A
2022-10-31,368,296,0.21,478,551,1849,A
2022-07-31,329,298,0.21,416,496,1718,A
2022-04-30,274,299,0.21,354,436,1607,A
2022-01-31,283,301,0.21,340,422,1674,A
2021-10-31,442,301,0.194,469,553,1660,A
2021-07-31,264,303,0.194,348,432,1586,A
2021-04-30,216,304,0.194,293,370,1525,A
2021-01-31,288,306,0.194,331,407,1548,A
2020-10-31,222,309,0.18,302,378,1483,A
2020-07-31,199,309,0.18,238,315,1261,A
2020-04-30,101,309,0.18,141,217,1238,A
2020-01-31,197,310,0.18,239,318,1357,A
2019-10-31,194,308,0.164,252,328,1367,A
2019-07-31,191,312,0.164,240,295,1274,A
2019-04-30,182,317,0.164,235,288,1238,A
2019-01-31,504,318,0.164,266,320,1284,A
2018-10-31,195,318,0.149,262,318,1294,A
2018-07-31,236,320,0.149,260,313,1203,A
2018-04-30,205,322,0.149,246,296,1206,A
2018-01-31,-320,323,0.149,253,304,1211,A
2017-10-31,177,322,0.132,246,298,1189,A
2017-07-31,175,321,0.132,212,263,1114,A
2017-04-30,164,321,0.132,211,265,1102,A
2017-01-31,168,322,0.132,213,268,1067,A
2016-10-31,126,326,0.115,170,226,1111,A
2016-07-31,124,325,0.115,151,211,1044,A
2016-04-30,91,326,0.115,135,199,1019,A
2016-01-31,121,329,0.115,160,226,1028,A
2015-10-31,140,330,0.1,159,219,1035,A
2015-07-31,111,332,0.1,143,205,1014,A
2015-04-30,87,334,0.1,108,171,963,A
2015-01-31,63,336,0.1,99,167,1026,A
2014-10-31,68,333,0.132,61,154,1043,A
2014-07-31,147,334,0.132,197,295,1009,A
2014-04-30,139,333,0.132,198,295,988,A
2014-01-31,195,333,0.132,200,296,1008,A
2013-10-31,221,332,0.12,227,322,-1170,A
2013-07-31,168,339,0.12,239,330,1652,A
2013-04-30,166,345,0.12,223,315,1732,A
2013-01-31,179,347,0.1,220,314,1680,A
2012-10-31,425,348,0.1,282,376,1767,A
2012-07-31,243,348,0.1,262,346,1723,A
2012-04-30,255,348,0.1,318,379,1733,A
2012-01-31,230,348,0,282,344,1635,A
2011-10-31,289,347,0,316,379,1728,A
2011-07-31,330,348,0,301,364,1691,A
2011-04-30,200,347,0,280,344,1677,A
2011-01-31,193,347,0,221,284,1519,A
2010-10-31,292,344,0,270,337,1576,A
2010-07-31,205,347,0,251,311,1384,A
2010-04-30,108,348,0,161,197,1271,A
2010-01-31,79,348,0,106,145,1213,A
2009-10-31,25,343,0,100,140,1167,A
2009-07-31,-19,345,0,-20,21,1057,A
2009-04-30,-101,344,0,-35,5,1091,A
2009-01-31,64,351,0,50,91,1166,A
2008-10-31,231,357,0,290,334,1481,A
2008-07-31,169,362,0,246,303,1444,A
2008-04-30,173,363,0,225,276,1456,A
2008-01-31,120,371,0,177,226,1393,A
2007-10-31,180,376,0,224,272,1446,A
2007-07-31,185,392,0,213,263,1374,A
2007-04-30,123,402,0,178,225,1320,A
2007-01-31,150,406,0,146,192,1280,A
2006-10-31,149,410,0,221,263,1328,A
2006-07-31,227,412,0,259,302,1239,A
2006-04-30,115,430,0,156,202,1239,A
2006-01-31,2816,473,0,2831,2870,1167,A
2005-10-31,25,500,0,141,180,953,A
2005-07-31,104,494,0,123,172,1242,A
2005-04-30,95,491,0,114,158,1278,A
2005-01-31,103,491,0,118,166,1212,A
2004-10-31,94,486,0,82,68,-803,A
2004-07-31,100,485,0,133,203,1885,A
2004-04-30,104,481,0,128,203,1831,A
2004-01-31,71,480,0,83,164,1643,A
2003-10-31,13,476,0,67,73,87,A
2003-07-31,-1556,475,0,-202,-111,1502,A
2003-04-30,-146,471,0,-324,-224,1467,A
2003-01-31,-369,471,0,-509,-427,1412,A
2002-10-31,-236,465,0,-375,-188,1736,A
2002-07-31,-228,466,0,-428,-248,1391,A
2002-04-30,-253,464,0,-333,-164,1457,A
2002-01-31,-315,463,0,-421,-222,1426,A
2001-10-31,197,461,0,-57,161,1606,A
2001-07-31,-225,459,0,-301,-90,1819,A
2001-04-30,102,456,0,224,395,2406,A
2001-01-31,100,455,0,237,371,2565,A
2000-10-31,305,452,0,460,599,3017,A
2000-07-31,155,453,0,228,364,2351,A
2000-04-30,166,452,0,238,327,2142,A
2000-01-31,131,439,0,202,298,2246,A
1999-10-31,146,380,0,106,181,947,A
1999-07-28,135,380,0,207,337,2087,A
1999-04-30,157,380,0,242,353,2010,A
1999-01-31,74,380,0,114,238,1786,A
1998-10-31,-51,380,0,-79,66,1987,A
1998-07-28,,,0,,,,A
2023-03-31,10,651.430518,0,557,557,12189,AAL
2022-12-31,803,649.900887,0,1542,3840,13188,AAL
2022-09-30,483,649.845927,0,1157,1157,13462,AAL
2022-06-30,476,649.514848,0,1071,1071,13422,AAL
2022-03-31,-1635,649.503,0,-1623,-1623,8899,AAL
2021-12-31,-932,647.514522,0,-723,1612,9427,AAL
2021-09-30,169,647.457831,0,682,682,8969,AAL
2021-06-30,19,641.383123,0,495,495,7478,AAL
2021-03-31,-1250,634.609,0,-1202,-1202,4008,AAL
2020-12-31,-2178,508.631777,0,-2433,-63,4028,AAL
2020-09-30,-2399,508.561163,0,-2755,-2755,3173,AAL
2020-06-30,-2067,422.894501,0,-2405,-2405,1622,AAL
2020-03-31,-2241,425.713,0.1,-2633,-2633,8515,AAL
2019-12-31,414,438.057971,0.1,836,3154,11313,AAL
2019-09-30,425,445.270728,0.1,841,841,11911,AAL
2019-06-30,662,444.835115,0.1,1157,1157,11960,AAL
2019-03-31,185,449.055548,0.1,516,516,10584,AAL
2018-12-31,324,460.581463,0.1,663,2822,10938,AAL
2018-09-30,372,460.509216,0.1,758,758,11559,AAL
2018-06-30,556,468.152649,0.1,1019,1019,11643,AAL
2018-03-31,159,473.138683,0.1,500,500,10401,AAL
2017-12-31,-583,478.499073,0.1,674,2691,10611,AAL
2017-09-30,661,487.009215,0.1,1329,1329,10965,AAL
2017-06-30,864,492.588818,0.1,1652,1652,11227,AAL
2017-03-31,340,504.154397,0.1,792,792,9820,AAL
2016-12-31,197,518.125156,0.1,606,2424,9751,AAL
2016-09-30,737,529.913365,0.1,1439,1439,10594,AAL
2016-06-30,950,578.171736,0.1,1742,1742,10363,AAL
2016-03-31,700,603.018015,0.1,1356,1356,9435,AAL
2015-12-31,3281,630.325539,0.1,474,2083,9630,AAL
2015-09-30,1693,671.820576,0.1,1928,1928,10706,AAL
2015-06-30,1704,692.798851,0.1,1942,1942,10827,AAL
2015-03-31,932,696.64985,0.1,1153,1153,9827,AAL
2014-12-31,597,717.263563,0.1,787,2300,10160,AAL
2014-09-30,942,720.102826,0.1,1159,1159,11139,AAL
2014-06-30,864,720.196221,0,1418,1418,11355,AAL
2014-03-31,480,471.517102,0,736,736,9995,AAL
2013-12-31,-2001,471.517102,0,-2111,-1091,7368,AAL
2013-09-30,289,,0,515,515,6828,AAL
2013-06-30,220,,0,381,381,6449,AAL
2013-03-31,-341,,0,-109,-109,6098,AAL
2022-12-31,106.696,59.436,1.5,143.32,211.896,2473.745,AAP
2022-10-08,110.982,60.053,1.5,159.457,225.99,2641.341,AAP
2022-07-16,144.402,60.452,1.5,200.971,264.081,2665.426,AAP
2022-04-23,139.791,61.261,1.5,195.998,281.579,3374.21,AAP
2022-01-01,81.669,62.447,1,109.671,174.867,2396.975,AAP
2021-10-09,169.813,62.854,1,231.008,290.434,2621.229,AAP
2021-07-17,178.696,64.745,1,246.071,304.129,2649.415,AAP
2021-04-24,185.93,65.688,0.25,256.965,334.218,3330.37,AAP
2021-01-02,111.997,67.701,0.25,150.04,207.21,2365.131,AAP
2020-10-03,147.476,68.965,0.25,209.463,267.153,2541.928,AAP
2020-07-11,189.96,69.118,0.25,265.962,322.604,2501.38,AAP
2020-04-18,43.588,69.181,0.25,72.436,151.015,2697.882,AAP
2019-12-28,95.907,69.423,0.06,127.875,186.681,2112.614,AAP
2019-10-05,123.669,70.381,0.06,169.183,225.491,2312.106,AAP
2019-07-13,124.82,71.738,0.06,174.885,228.257,2332.246,AAP
2019-04-20,142.5,71.787,0.06,205.702,275.587,2952.036,AAP
2018-12-29,53.442,72.99,0.06,82.832,137.432,2105.072,AAP
2018-10-06,115.843,73.888,0.06,159.996,215.336,2274.982,AAP
2018-07-14,117.836,74.054,0.06,170.326,226.878,2326.652,AAP
2018-04-21,136.727,73.979,0.06,198.699,270.391,2873.848,AAP
2017-12-30,184.5,73.903,0.06,87.273,143.78,2036.986,AAP
2017-10-07,95.996,73.866,0.06,157.314,214.867,2182.233,AAP
2017-07-15,87.049,73.848,0.06,149.88,207.65,2263.727,AAP
2017-04-22,107.96,73.782,0.06,184.593,262.023,2890.838,AAP
2016-12-31,62.365,73.676,0.06,110.276,169.401,2082.891,AAP
2016-10-08,113.844,73.638,0.06,191.419,251.416,2248.855,AAP
2016-07-16,124.6,73.576,0.06,222.928,282.873,2256.155,AAP
2016-04-23,158.813,73.401,0.06,274.122,353.442,2979.778,AAP
2016-01-02,54.819,73.256,0.06,97.634,159.614,2033.545,AAP
2015-10-10,120.469,73.215,0.06,206.801,268.437,2295.203,AAP
2015-07-18,149.998,73.183,0.06,253.241,315.854,2370.037,AAP
2015-04-25,148.112,73.122,0.06,260.62,343.867,3038.233,AAP
2015-01-03,84.434,72.989,0.06,147.96,214.038,2237.209,AAP
2014-10-04,122.177,72.955,0.06,209.556,275.468,2289.456,AAP
2014-07-12,139.488,72.93,0.06,240.881,305.379,2347.697,AAP
2014-04-19,147.726,72.869,0.06,256.405,344.61,2969.499,AAP
2013-12-28,49.267,72.777,0.06,91.853,139.589,1408.813,AAP
2013-10-05,103.83,72.747,0.06,171.09,219.077,1520.144,AAP
2013-07-13,116.871,72.93,0.06,195.047,243.092,1549.553,AAP
2013-04-20,121.79,73.194,0.06,205.026,269.053,2015.304,AAP
2012-12-29,65.055,73.208,0.06,113.037,158.814,1329.201,AAP
2012-10-06,89.503,73.166,0.06,150.672,195.912,1457.527,AAP
2012-07-14,99.606,73.15,0.06,169.14,211.868,1460.983,AAP
2012-04-21,133.506,72.888,0.06,225.066,280.865,1957.292,AAP
2011-12-31,66.439,72.695,0.06,112.232,153.701,1327.572,AAP
2011-10-08,105.553,73.381,0.06,177.206,218.713,1464.988,AAP
2011-07-16,113.107,75.979,0.06,188.715,229.149,1479.839,AAP
2011-04-23,109.583,79.468,0.06,186.032,238.571,1898.063,AAP
2011-01-01,48.113,83.295,0.06,84.391,123.387,1270.13,AAP
2010-10-09,87.598,83.695,0.06,146.929,185.437,1406.511,AAP
2010-07-17,100.911,85.394,0.06,169.9,207.15,1417.956,AAP
2010-04-24,109.431,90.712,0.06,182.696,232.379,1830.606,AAP
2010-01-02,34.479,93.895,0.06,57.147,93.208,1143.567,AAP
2009-10-10,61.979,94.656,0.06,105.342,140.63,1262.576,AAP
2009-07-18,80.33,94.868,0.06,135.025,169.438,1322.844,AAP
2009-04-25,93.585,94.473,0.06,157.478,202.633,1683.636,AAP
2009-01-03,24.411,93.611,0.06,46.574,79.857,1192.388,AAP
2008-10-04,56.155,95.019,0.06,95.674,130.279,1187.952,AAP
2008-07-12,75.386,95.008,0.06,127.867,161.939,1235.783,AAP
2008-04-19,82.086,94.987,0.06,144.306,188.926,1526.132,AAP
2007-12-29,34.752,100.343,0.06,63.358,97.218,1048.382,AAP
2007-10-06,59.04,102.546,0.06,100.732,134.7,1158.043,AAP
2007-07-14,68.424,106.486,0.06,118.318,152.328,1169.859,AAP
2007-04-21,76.101,105.694,0.06,135.035,180.461,1468.12,AAP
2006-12-30,35.354,105.376,0.06,64.903,100.17,1016.15,AAP
2006-10-07,58.947,105.112,0.06,103.661,136.957,1099.486,AAP
2006-07-15,62.936,105.65,0.06,110.425,141.452,1107.857,AAP
2006-04-22,74.081,107.879,0.06,126.918,166.751,1393.01,AAP
2005-12-31,39.356,108.285,0,70.859,100.104,963.725,AAP
2005-10-08,60.793,109.306,0,106.349,134.566,1019.736,AAP
2005-07-16,65.929,108.777,0,113.565,141.031,1023.146,AAP
2005-04-23,68.647,107.261,0,120.534,155.544,1258.364,AAP
2005-01-01,32.069,109.64,0,57.029,81.761,848.806,AAP
2004-10-09,51.393,110.952,0,87.903,112.632,890.161,AAP
2004-07-17,53.235,111.885,0,91.095,115.173,908.412,AAP
2004-04-24,51.291,110.988,0,89.751,121.089,1122.918,AAP
2004-01-03,31.272,110.648,0,57.456,80.71,821.279,AAP
2003-10-04,45.164,110.475,0,79.03,102.706,839.101,AAP
2003-07-12,43.458,109.638,0,77.583,100.866,827.348,AAP
2003-04-19,5.041,107.709,0,26.866,57.39,1005.968,AAP
2002-12-28,8.619,106.929,0,26.738,49.373,618.674,AAP
2002-10-05,28.363,107.019,0,62.362,84.834,788.662,AAP
2002-07-13,15.941,106.158,0,45.169,66.761,792.717,AAP
2002-04-20,12.096,101.499,0,47.361,74.752,1004.087,AAP
2001-12-29,-21.787,88.989,0,-20.512,-2.91,484.116,AAP
2001-10-06,15.232,84.96,0,37.441,54.001,598.793,AAP
2001-07-14,14.124,84.867,0,36.774,52.987,607.478,AAP
2001-04-21,3.873,84.843,0,26.065,46.921,729.359,AAP
2000-12-30,,84.888,0,,,,AAP
2023-04-01,24160,15787.154,0.23,29312,32210,94836,AAPL
2022-12-31,29998,15892.723,0.397,36626,39542,117154,AAPL
2022-09-24,20721,16030.38,0.23,25484,28349,90146,AAPL
2022-06-25,19442,16162.945,0.23,23785,26590,82959,AAPL
2022-03-26,25010,16278.802,0.22,30830,33567,97278,AAPL
2021-12-25,34630,16391.724,0.22,41935,44632,123945,AAPL
2021-09-25,20551,16487.12,0.22,23920,26909,83360,AAPL
2021-06-26,21744,16629.371,0.22,25034,27866,81434,AAPL
2021-03-27,23630,16753.476,0.205,28681,31478,89584,AAPL
2020-12-26,28755,16935.119,0.205,34217,36883,111439,AAPL
2020-09-26,12673,17057.624,0.205,15535,18237,64698,AAPL
2020-06-27,11253,17250.291,0.205,13834,16586,59685,AAPL
2020-03-28,11249,17440.402,0.193,13892,16678,58313,AAPL
2019-12-28,22236,17660.16,0.193,26703,29519,91819,AAPL
2019-09-28,13686,17963.244,0.193,16937,20116,64040,AAPL
2019-06-29,10044,18282.532,0.193,12777,15710,53809,AAPL
2019-03-30,11561,18696.284,0.182,14803,17843,58015,AAPL
2018-12-29,19965,18943.28,0.182,24796,28191,84310,AAPL
2018-09-29,14125,19206.36,0.182,17289,20043,62900,AAPL
2018-06-30,11519,19528.668,0.182,14130,16795,53265,AAPL
2018-03-31,13822,20099.508,0.158,16960,19699,61137,AAPL
2017-12-30,20065,20451.508,0.158,27764,30509,88293,AAPL
2017-09-30,10714,20597.708,0.158,14583,17067,52579,AAPL
2017-07-01,8717,20780.352,0.158,11910,14264,45408,AAPL
2017-04-01,11029,20903.164,0.142,15214,17546,52896,AAPL
2016-12-31,17891,21194.644,0.142,24705,27692,78351,AAPL
2016-09-24,9014,21467.648,0.142,12638,15186,46852,AAPL
2016-06-25,7796,21772.232,0.142,10878,13404,42358,AAPL
2016-03-26,10516,22057.524,0.13,14463,16940,50557,AAPL
2015-12-26,18361,22235.72,0.13,24849,27803,75872,AAPL
2015-09-26,11124,22587.672,0.13,15300,18419,51501,AAPL
2015-06-27,10677,22919.544,0.13,14674,17758,49605,AAPL
2015-03-28,13569,23175.196,0.117,18727,21206,58010,AAPL
2014-12-27,18024,23372.328,0.117,24547,27122,74599,AAPL
2014-09-27,8467,23735.388,0.117,11587,13556,42123,AAPL
2014-06-28,7748,24050.54,0.117,10584,12530,37432,AAPL
2014-03-29,10223,24493.208,0.109,13903,15790,45646,AAPL
2013-12-28,13072,25090.016,0.109,17793,19937,57594,AAPL
2013-09-28,7512,25316.552,0.109,10226,12009,37472,AAPL
2013-06-29,6900,25721.292,0.109,9488,11182,35323,AAPL
2013-03-30,9547,26309.612,0.095,12905,14597,43603,AAPL
2012-12-29,13078,26289.648,0.095,17672,19260,54512,AAPL
2012-09-29,8223,26271.168,0.095,10893,11874,35966,AAPL
2012-06-30,8824,26224.688,0,11861,12696,35023,AAPL
2012-03-31,11622,26140.296,0,15532,16272,39186,AAPL
2011-12-31,13064,26069.148,0,17477,18198,46333,AAPL
2011-09-24,6623,25991.868,0,8791,9334,28270,AAPL
2011-06-25,7308,25931.024,0,9551,10032,28571,AAPL
2011-03-26,5987,25849.488,0,7900,8334,24667,AAPL
2010-12-25,6004,25740.232,0,7963,8319,26741,AAPL
2010-09-25,4308,25607.624,0,5461,5790,20343,AAPL
2010-06-26,3253,25541.516,0,4292,4565,15700,AAPL
2010-03-27,3074,25411.344,0,4029,4245,13499,AAPL
2009-12-26,3378,25299.176,0,4758,4967,15683,AAPL
2009-09-26,2532,25144.812,0,3729,3932,12207,AAPL
2009-06-27,1828,25023.936,0,2692,2874,9734,AAPL
2009-03-28,1620,24953.04,0,2386,2567,9084,AAPL
2008-12-27,2255,24895.976,0,3259,3427,11880,AAPL
2008-09-27,2421,24839.052,0,3634,3791,12907,AAPL
2008-06-28,1072,24744.664,0,1510,1627,7464,AAPL
2008-03-29,1045,24627.288,0,1477,1593,7512,AAPL
2007-12-29,1581,24524.08,0,2326,2432,9608,AAPL
2007-09-29,903,24384.64,0,1228,1331,6789,AAPL
2007-06-30,818,24270.568,0,1196,1277,5410,AAPL
2007-03-31,770,24164.084,0,1134,1203,5264,AAPL
2006-12-30,1004,24015.348,0,1448,1522,7115,AAPL
2006-09-30,542,23910.74,0,721,787,4837,AAPL
2006-07-01,472,23838.5,0,661,718,4370,AAPL
2006-04-01,410,23545.48,0,605,655,4359,AAPL
2005-12-31,565,23261.868,0,831,883,5749,AAPL
2005-09-24,428,23000.936,0,477,528,3678,AAPL
2005-06-25,319,22822.576,0,472,518,3520,AAPL
2005-03-26,290,22628.816,0,435,476,3243,AAPL
2004-12-25,295,22092.896,0,429,470,3490,AAPL
2004-09-25,96,21478.352,0,134,174,2350,AAPL
2004-06-26,61,21001.288,0,85,126,2014,AAPL
2004-03-27,46,20459.432,0,64,100,1909,AAPL
2003-12-27,63,20297.2,0,87,120,2006,AAPL
2003-09-27,44,20282.36,0,58,87,1715,AAPL
2003-06-28,19,20204.408,0,26,50,1545,AAPL
2003-03-29,14,20187.44,0,19,48,1475,AAPL
2002-12-28,-8,20107.192,0,-10,21,1472,AAPL
2002-09-28,-45,20086.528,0,-60,-31,1443,AAPL
2002-06-29,32,19956.72,0,39,67,1429,AAPL
2002-03-30,40,19794.88,0,55,84,1495,AAPL
2001-12-29,38,19674.48,0,53,81,1375,AAPL
2001-09-29,66,19645.976,0,94,122,1450,AAPL
2001-06-30,61,19530.84,0,87,113,1475,AAPL
2001-03-31,43,19380.48,0,62,84,1431,AAPL
2000-12-30,-195,18881.52,0,-283,-259,1007,AAPL
2000-09-30,170,18309.872,0,229,247,1870,AAPL
2000-07-01,200,18202.24,0,270,295,1825,AAPL
2000-04-01,233,18163.208,0,319,340,1945,AAPL
2000-01-01,183,18036.312,0,274,294,2343,AAPL
1999-09-25,111,17574.648,0,125,144,1336,AAPL
1999-06-26,203,16133.992,0,229,248,1558,AAPL
1999-03-27,135,15273.552,0,153,177,1530,AAPL
1998-12-26,152,15150.24,0,169,192,1710,AAPL
1998-09-25,106,15118.096,0,114,137,1556,AAPL
1998-06-26,101,14903.616,0,109,141,1402,AAPL
1998-03-27,55,14780.528,0,59,87,1405,AAPL
1997-12-26,47,14334.768,0,47,75,1578,AAPL
1997-09-26,-161,14291.984,0,-161,-120,1614,AAPL
1997-06-27,-56,14168,0,-56,-34,1737,AAPL
1997-03-28,-708,14068.208,0,-708,-678,1601,AAPL
1996-12-27,-120,13947.584,0,-120,-95,2129,AAPL
1996-09-26,,13858.208,0,,,,AAPL
2023-03-31,239,1770,1.48,927,3054,12225,ABBV
2022-12-31,2473,1771,1.41,3442,5599,15121,ABBV
2022-09-30,3949,1771,1.41,4894,7099,14812,ABBV
2022-06-30,924,1770,1.41,1711,3763,14583,ABBV
2022-03-31,4490,1771,1.41,5465,7518,13538,ABBV
2021-12-31,4044,1773,1.3,4841,6820,14886,ABBV
2021-09-30,3179,1770,1.3,4272,6399,14342,ABBV
2021-06-30,766,1769,1.3,1766,3966,13959,ABBV
2021-03-31,3553,1769,1.3,4487,6702,13010,ABBV
2020-12-31,36,1769,1.18,-891,1174,13858,ABBV
2020-09-30,2308,1769,1.18,3115,5407,12902,ABBV
2020-06-30,-738,1647,1.18,-78,1477,10425,ABBV
2020-03-31,3010,1481,1.18,3526,4085,8619,ABBV
2019-12-31,2801,1484,1.07,3529,4038,8704,ABBV
2019-09-30,1884,1481,1.07,2421,2924,8479,ABBV
2019-06-30,741,1480,1.07,1116,1618,8255,ABBV
2019-03-31,2456,1480,1.07,2869,3372,7828,ABBV
2018-12-31,-1826,1496,0.96,-2054,-1612,8305,ABBV
2018-09-30,2747,1511,0.96,3063,3498,8236,ABBV
2018-06-30,1983,1568,0.96,2284,2727,8278,ABBV
2018-03-31,2783,1591,0.71,3048,3493,7934,ABBV
2017-12-31,52,1596,0.64,1445,1814,7739,ABBV
2017-09-30,1631,1597,0.64,2347,2726,6995,ABBV
2017-06-30,1915,1595,0.64,2606,2985,6944,ABBV
2017-03-31,1711,1597,0.64,2333,2707,6538,ABBV
2016-12-31,1391,1616,0.57,2288,2616,6796,ABBV
2016-09-30,1598,1632,0.57,2264,2568,6432,ABBV
2016-06-30,1610,1624,0.57,2321,2610,6452,ABBV
2016-03-31,1354,1616,0.57,1976,2244,5958,ABBV
2015-12-31,1517,1631,0.51,2123,2384,6400,ABBV
2015-09-30,1239,1652,0.51,1844,2071,5944,ABBV
2015-06-30,1366,1620,0.51,1842,2032,5475,ABBV
2015-03-31,1022,1595,0.49,1522,1680,5040,ABBV
2014-12-31,-810,1595,0.42,-908,-715,5452,ABBV
2014-09-30,506,1595,0.42,815,1007,5019,ABBV
2014-06-30,1098,1594,0.42,1502,1704,4926,ABBV
2014-03-31,980,1595,0.4,1351,1550,4563,ABBV
2013-12-31,1128,1592,0.4,1507,1707,5111,ABBV
2013-09-30,964,1590,0.4,1355,1589,4658,ABBV
2013-06-30,1068,1589,0.4,1443,1679,4692,ABBV
2013-03-31,968,1588,0.4,1305,1532,4329,ABBV
2012-12-31,1540,1577,0,1801,2110,5206,ABBV
2012-09-30,1585,1577,0,1603,1830,4508,ABBV
2012-06-30,1267,1577,0,1400,1695,4493,ABBV
2012-03-31,883,1577,0,1005,1324,4173,ABBV
2011-12-31,,1577,0,,,,ABBV
2023-03-31,435.402,202.316,0.485,583.428,684.77,63457.205,ABC
2022-12-31,479.745,204.032,0.485,643.046,743.378,62846.832,ABC
2022-09-30,294.737,207.203,0.46,429.924,528.242,61174.149,ABC
2022-06-30,406.964,208.885,0.46,572.946,670.864,60064.601,ABC
2022-03-31,548.014,209.244,0.46,773.874,871.355,57719.446,ABC
2021-12-31,449.105,208.555,0.46,649.266,746.192,59628.81,ABC
2021-09-30,437.698,207.911,0.44,609.782,698.641,58912.421,ABC
2021-06-30,292.122,206.156,0.44,621.542,704.714,53405.695,ABC
2021-03-31,435.267,204.916,0.44,602.299,679.838,49154.171,ABC
2020-12-31,374.845,204.683,0.44,557.634,634.777,52516.556,ABC
2020-09-30,-4846.072,204.081,0.42,-6110.317,-6034.768,49244.768,ABC
2020-06-30,289.439,203.654,0.42,383.754,455.345,45366.777,ABC
2020-03-31,960.277,205.37,0.42,299.79,371.548,47417.639,ABC
2019-12-31,187.64,206.008,0.4,261.667,333.513,47864.742,ABC
2019-09-30,132.619,212.208,0.4,181.366,256.178,45637.802,ABC
2019-06-30,301.959,209.705,0.4,406.993,481.494,45239.265,ABC
2019-03-31,27.135,210.934,0.4,61.121,146.914,43319.602,ABC
2018-12-31,393.652,212.054,0.4,476.625,562.621,45392.452,ABC
2018-09-30,233.288,215.394,0.38,194.201,279.176,43297.136,ABC
2018-06-30,275.809,218.569,0.38,390.287,481.608,43142.309,ABC
2018-03-31,287.455,219.2,0.38,415.264,487.975,41033.858,ABC
2017-12-31,861.853,218.323,0.38,394.883,464.359,40466.332,ABC
2017-09-30,-344.587,218.492,0.365,-136.23,-66.675,39120.015,ABC
2017-06-30,50.352,218.676,0.365,168.978,234.659,38707.144,ABC
2017-03-31,411.473,217.65,0.365,630.214,694.218,37147.402,ABC
2016-12-31,247.246,218.661,0.365,400.11,463.29,38169.265,ABC
2016-09-30,145.685,219.13,0.34,226.625,287.41,37560.603,ABC
2016-06-30,349.155,215.688,0.34,530.785,589.694,36881.68,ABC
2016-03-31,603.45,207.858,0.34,951.238,1008.89,35698.357,ABC
2015-12-31,329.639,206.18,0.34,-177.826,-122.634,36709.046,ABC
2015-09-30,361.009,212.077,0.29,509.266,564.686,35470.378,ABC
2015-06-30,214.163,219.359,0.29,334.099,382.533,34233.556,ABC
2015-03-31,-513.39,220.243,0.29,-375.654,-330.736,32669.267,ABC
2014-12-31,-199.947,219.456,0.29,-89.711,-45.193,33588.602,ABC
2014-09-30,65.548,224.037,0.235,209.138,256.613,31588.708,ABC
2014-06-30,-12.78,225.727,0.235,79.235,120.844,30348.154,ABC
2014-03-31,180.077,229.409,0.235,304.911,343.419,28455.903,ABC
2013-12-31,41.385,230.277,0.235,152.667,190.554,29176.362,ABC
2013-09-30,51.023,230.449,0.42,115.859,151.812,24469.04,ABC
2013-06-30,168.439,231.002,0.21,238.45,273.437,21906.648,ABC
2013-03-31,45.634,230.422,0.21,190.865,225.021,20523.668,ABC
2012-12-31,168.611,232.361,0.21,293.453,327.047,21059.811,ABC
2012-09-30,163.494,242.844,0.13,292.721,324.521,19064.443,ABC
2012-06-30,181.271,252.116,0.13,320.265,350.058,19326.807,ABC
2012-03-31,212.105,258.162,0.13,370.153,396.525,19708.371,ABC
2011-12-31,162.116,258.461,0.13,283.579,309.379,20311.922,ABC
2011-09-30,147.324,266.432,0.115,242.345,255.607,18885.771,ABC
2011-06-30,184.419,273.492,0.115,317.097,343.929,20161.022,ABC
2011-03-31,214.381,274.319,0.1,365.391,390.439,19760.257,ABC
2010-12-31,160.5,275.605,0.1,278.433,302.95,19888.609,ABC
2010-09-30,141.228,278.862,0.08,241.071,250.885,19537.854,ABC
2010-06-30,163.205,281.195,0.08,281.366,302.117,19602.12,ABC
2010-03-31,181.008,281.926,0.08,310.959,330.746,19300.627,ABC
2009-12-31,151.307,286.955,0.08,262.105,281.925,19335.859,ABC
2009-09-30,130.147,292.617,0.06,224.363,244.128,18716.063,ABC
2009-06-30,118.807,298.477,0.05,206.474,225.19,18393.899,ABC
2009-03-31,143.387,302.446,0.05,247.107,265.425,17311.651,ABC
2008-12-31,111.056,308.594,0.05,195.982,213.795,17338.377,ABC
2008-09-30,114.907,312.854,0.037,201.023,218.346,17157.846,ABC
2008-06-30,-108.02,319.064,0.037,-24.028,-3.891,17996.666,ABC
2008-03-31,133.852,322.436,0.037,237.017,256.356,17755.838,ABC
2007-12-31,109.82,329.81,0.037,193.317,211.757,17279.383,ABC
2007-09-30,87.576,348.678,0.724,155.752,174.456,16292.479,ABC
2007-06-30,129.908,370.344,0.025,203.368,221.532,16343.976,ABC
2007-03-31,129.496,377.544,0.025,220.516,240.694,16512.541,ABC
2006-12-31,122.187,384.782,0.025,208.793,228.427,16725.393,ABC
2006-09-30,121.978,397.706,0.013,172.491,188.533,15252.28,ABC
2006-06-30,119.468,409.66,0.013,188.757,209.47,15686.315,ABC
2006-03-31,129.001,416.1,0.013,204.161,223.202,15220.679,ABC
2005-12-31,97.267,416.5,0.013,165.113,185.335,14653.147,ABC
2005-09-30,19.501,414.88,0.006,42.123,61.997,13918.353,ABC
