Unnamed: 0,Cash & Cash Equivalents,Total Assets,Total Liabilities,Shareholders' Equity,Total Long-Term Liabilities,Total Current Liabilities,Long-Term Debt,Current Debt,Accion
2022-12-31,1105.316,8303.4,3943.213,4360.187,3124.345,818.868,2978.523,196.094,AKAM
2022-09-30,864.148,8107.369,3874.185,4233.184,3121.174,753.011,2965.554,187.776,AKAM
2022-06-30,690.689,8211.054,3930.576,4280.478,3113.492,817.084,2962.068,261.945,AKAM
2022-03-31,506.869,8303.779,4003.257,4300.522,3133.992,869.265,2985.532,258.762,AKAM
2021-12-31,1078.195,8138.673,3608.659,4530.014,2818.318,790.341,2683.254,175.683,AKAM
2021-09-30,1917.285,8115.475,3533.03,4582.445,2801.59,731.44,2680.852,164.559,AKAM
2021-06-30,1416.488,7920.938,3444.281,4476.657,2796.832,647.449,2674.636,158.39,AKAM
2021-03-31,1288.059,7817.92,3496.557,4321.363,2781.426,715.131,2657.373,156.656,AKAM
2020-12-31,1098.073,7764.13,3512.834,4251.296,2754.664,758.17,2622.111,154.801,AKAM
2020-09-30,1444.036,7514.393,3406.776,4107.617,2689.652,717.124,2572.366,136.292,AKAM
2020-06-30,1372.609,7224.798,3320.503,3904.295,2663.081,657.422,2546.615,138.478,AKAM
2020-03-31,1249.271,6947.956,3275.738,3672.218,2645.491,630.247,2529.316,141.876,AKAM
2019-12-31,1536.994,7006.886,3348.928,3657.958,2655.592,693.336,2531.972,139.463,AKAM
2019-09-30,1570.211,6357.434,2855.834,3501.6,2253.311,602.523,2120.198,86.959,AKAM
2019-06-30,1042.492,5343.236,1948.472,3394.764,1357.658,590.814,1192.253,96.16,AKAM
2019-03-31,1118.63,5182.762,1899.545,3283.217,1329.839,569.706,1176.965,101.545,AKAM
2018-12-31,1892.105,5461.77,2269.91,3191.86,1059.201,1210.709,874.08,686.552,AKAM
2018-09-30,1801.64,5363.887,2208.357,3155.53,1012.419,1195.938,864.679,680.564,AKAM
2018-06-30,1856.971,5604.704,2159.426,3445.278,1023.098,1136.328,855.378,674.629,AKAM
2018-03-31,811.553,4686.904,1300.647,3386.257,170.052,1130.595,0.0,668.745,AKAM
2017-12-31,711.936,4648.916,1286.447,3362.469,829.753,456.694,662.913,0.0,AKAM
2017-09-30,752.001,4509.134,1236.479,3272.655,806.173,430.306,657.131,0.0,AKAM
2017-06-30,683.121,4489.039,1201.867,3287.172,802.803,399.064,651.4,0.0,AKAM
2017-03-31,845.069,4449.995,1191.449,3258.546,809.573,381.876,645.719,0.0,AKAM
2016-12-31,837.018,4373.146,1148.776,3224.37,774.188,374.588,640.087,0.0,AKAM
2016-09-30,911.219,4353.635,1184.704,3168.931,753.168,431.536,634.504,0.0,AKAM
2016-06-30,868.706,4269.722,1119.249,3150.473,742.707,376.542,628.97,0.0,AKAM
2016-03-31,837.87,4183.752,1070.17,3113.582,736.937,333.233,623.485,0.0,AKAM
2015-12-31,749.561,4181.684,1060.806,3120.878,728.366,332.44,618.047,0.0,AKAM
2015-09-30,667.853,4184.809,1099.146,3085.663,767.14,332.006,619.365,0.0,AKAM
2015-06-30,643.503,4131.105,1085.793,3045.312,737.551,348.242,614.484,0.0,AKAM
2015-03-31,713.285,3986.913,1005.231,2981.682,735.9,269.331,609.647,0.0,AKAM
2014-12-31,758.292,4001.546,1056.211,2945.335,722.2,334.011,604.851,0.0,AKAM
2014-09-30,710.912,3854.291,1005.911,2848.38,704.31,301.601,600.098,0.0,AKAM
2014-06-30,756.773,3768.657,995.913,2772.744,712.621,283.292,595.385,0.0,AKAM
2014-03-31,698.13,3651.492,939.347,2712.145,695.161,244.186,590.714,0.0,AKAM
2013-12-31,673.896,2957.685,328.254,2629.431,65.088,263.166,0.0,0.0,AKAM
2013-09-30,566.315,2885.125,341.995,2543.13,56.571,285.424,0.0,0.0,AKAM
2013-06-30,530.942,2725.27,277.397,2447.873,50.823,226.574,0.0,0.0,AKAM
2013-03-31,513.226,2646.667,261.89,2384.777,49.981,211.909,0.0,0.0,AKAM
2012-12-31,437.581,2600.627,254.873,2345.754,51.929,202.944,0.0,0.0,AKAM
2012-09-30,465.229,2539.454,279.516,2259.938,66.596,212.92,0.0,0.0,AKAM
2012-06-30,496.56,2445.576,230.943,2214.633,65.091,165.852,0.0,0.0,AKAM
2012-03-31,404.542,2414.118,212.93,2201.188,64.392,148.538,0.0,0.0,AKAM
2011-12-31,849.226,2345.501,189.251,2156.25,40.859,148.392,0.0,0.0,AKAM
2011-09-30,687.566,2301.957,179.946,2122.011,41.068,138.878,0.0,0.0,AKAM
2011-06-30,497.276,2404.149,175.834,2228.315,37.126,138.708,0.0,0.0,AKAM
2011-03-31,563.569,2374.799,164.611,2210.188,30.516,134.095,0.0,0.0,AKAM
2010-12-31,606.871,2352.676,175.071,2177.605,29.92,145.151,0.0,0.0,AKAM
2010-09-30,607.596,2262.752,228.605,2034.147,27.44,201.165,0.0,58.62,AKAM
2010-06-30,504.188,2202.998,229.91,1973.088,30.076,199.834,0.0,63.562,AKAM
2010-03-31,605.122,2116.683,336.234,1780.449,26.975,309.259,0.0,199.725,AKAM
2009-12-31,566.741,2087.51,348.788,1738.722,21.495,327.293,0.0,199.755,AKAM
2009-09-30,582.07,2028.671,330.225,1698.446,219.92,110.305,199.755,0.0,AKAM
2009-06-30,620.026,1988.97,308.079,1680.891,218.151,89.928,199.855,0.0,AKAM
2009-03-31,454.004,1939.312,307.97,1631.342,217.001,90.969,199.855,0.0,AKAM
2008-12-31,330.631,1880.951,312.181,1568.77,211.725,100.456,199.855,0.0,AKAM
2008-09-30,301.415,1800.857,294.724,1506.133,211.368,83.356,199.855,0.0,AKAM
2008-06-30,291.697,1755.417,292.82,1462.597,211.478,81.342,199.855,0.0,AKAM
2008-03-31,322.266,1699.177,301.558,1397.619,211.792,89.766,199.855,0.0,AKAM
2007-12-31,546.169,1656.047,297.495,1358.552,209.12,88.375,199.855,0.0,AKAM
2007-09-30,436.861,1574.62,302.823,1271.797,208.34,94.483,199.855,0.0,AKAM
2007-06-30,356.483,1519.975,289.674,1230.301,206.747,82.927,199.96,0.0,AKAM
2007-03-31,342.192,1466.637,305.319,1161.318,206.139,99.18,199.96,0.0,AKAM
2006-12-31,269.841,1247.932,293.239,954.693,203.975,89.264,200.0,0.0,AKAM
2006-09-30,277.707,1027.695,286.0,741.695,204.381,81.619,200.0,0.0,AKAM
2006-06-30,259.261,969.477,275.371,694.106,204.614,70.757,200.0,0.0,AKAM
2006-03-31,284.945,931.266,276.26,655.006,204.605,71.655,200.0,0.0,AKAM
2005-12-31,292.408,891.499,267.285,624.214,205.409,61.876,200.0,0.0,AKAM
2005-09-30,67.046,647.039,269.447,377.592,211.548,57.899,200.0,0.42,AKAM
2005-06-30,103.893,364.731,323.814,40.917,262.727,61.087,256.614,0.59,AKAM
2005-03-31,84.415,201.61,312.113,-110.503,261.714,50.399,256.614,0.098,AKAM
2004-12-31,70.63,182.743,308.674,-125.931,261.908,46.766,256.614,0.232,AKAM
2004-09-30,72.572,188.987,332.598,-143.611,286.93,45.668,281.489,0.372,AKAM
2004-06-30,67.453,190.422,347.124,-156.702,299.604,47.52,294.604,0.51,AKAM
2004-03-31,140.346,245.163,414.898,-169.735,368.552,46.346,363.271,0.5,AKAM
2003-12-31,169.984,278.941,454.295,-175.354,391.635,62.66,386.0,15.775,AKAM
2003-09-30,86.023,170.407,352.982,-182.575,305.596,47.386,300.0,0.912,AKAM
2003-06-30,92.327,177.021,357.769,-180.748,305.724,52.045,300.0,1.054,AKAM
2003-03-31,106.731,199.524,373.077,-173.553,306.908,66.169,300.01,1.896,AKAM
2002-12-31,114.926,229.863,397.953,-168.09,316.854,81.099,301.006,1.207,AKAM
2002-09-30,136.91,266.384,379.195,-112.811,306.992,72.203,301.303,1.199,AKAM
2002-06-30,150.929,312.202,382.892,-70.69,308.63,74.262,301.569,1.313,AKAM
2002-03-31,164.122,350.805,385.686,-34.881,307.2,78.486,300.079,0.172,AKAM
2001-12-31,192.68,421.478,404.244,17.234,312.946,91.298,300.113,0.405,AKAM
2001-09-30,239.606,468.708,398.862,69.846,310.687,88.175,300.12,0.68,AKAM
2001-06-30,267.103,519.595,402.554,117.041,316.544,86.01,300.171,0.915,AKAM
2001-03-31,313.114,576.653,381.093,195.56,301.497,79.596,300.229,1.111,AKAM
2000-12-31,309.652,2790.777,386.378,2404.399,301.43,84.948,300.421,1.08,AKAM
2000-09-30,438.743,3058.326,356.031,2702.295,301.469,54.562,300.689,1.067,AKAM
2000-06-30,515.673,3335.813,351.1,2984.713,301.424,49.676,300.901,1.023,AKAM
2000-03-31,225.166,471.813,32.848,438.965,0.682,32.166,0.682,0.652,AKAM
1999-12-31,269.554,300.815,19.37,281.445,0.733,18.637,0.733,3.255,AKAM
1999-09-30,91.983612,109.947423,21.989715,-18.274868,12.254603,9.735112,12.254603,0.480309,AKAM
1999-06-30,0.0,,,,,,,,AKAM
1999-03-31,0.0,,,,,,,,AKAM
1998-12-31,6.805,8.866,0.73,-0.148,0.025,0.705,0.025,0.012,AKAM
2023-03-31,1586.734,17564.358,8105.288,9212.735,4599.919,3505.369,3233.393,2.167,ALB
2022-12-31,1499.142,15456.522,7265.675,7982.627,4524.66,2741.015,3214.972,2.128,ALB
2022-09-30,1382.803,13828.502,6863.875,6732.636,4375.924,2487.951,3118.753,251.216,ALB
2022-06-30,930.596,12520.405,6219.43,6085.291,4437.668,1781.762,3205.73,251.304,ALB
2022-03-31,463.325,11416.058,5381.006,5826.6,3277.668,2103.338,1985.696,503.795,ALB
2021-12-31,439.272,10974.118,5168.511,5625.266,3294.176,1874.335,2004.319,389.92,ALB
2021-09-30,595.049,10832.325,4937.093,5694.116,3346.051,1591.042,2021.487,0.611,ALB
2021-06-30,823.572,10796.926,4431.155,6165.549,3446.227,984.928,2043.794,0.623,ALB
2021-03-31,569.859,10290.302,4347.749,5746.384,3394.493,953.256,2030.032,0.616,ALB
2020-12-31,746.724,10450.946,5982.352,4268.227,4180.503,1801.849,2767.381,804.677,ALB
2020-09-30,702.073,10231.983,5906.602,4124.881,4293.863,1612.739,2940.533,603.787,ALB
2020-06-30,736.696,10170.253,5964.092,4024.472,4543.289,1420.803,3132.191,428.009,ALB
2020-03-31,553.228,9847.638,5806.113,3878.004,4613.187,1192.926,3105.225,59.441,ALB
2019-12-31,613.11,9860.863,5767.283,3932.25,4358.287,1408.996,2862.921,187.336,ALB
2019-09-30,317.823,8141.603,4133.266,3836.559,2712.023,1421.243,1381.984,564.566,ALB
2019-06-30,398.183,8094.414,4120.011,3800.801,2720.03,1399.981,1398.419,510.132,ALB
2019-03-31,465.274,7871.062,4007.023,3672.274,2728.832,1278.191,1393.904,446.983,ALB
2018-12-31,555.32,7581.674,3822.566,3585.321,2639.393,1183.173,1397.916,307.294,ALB
2018-09-30,641.226,7487.195,3800.918,3528.844,2673.909,1127.009,1411.605,286.188,ALB
2018-06-30,908.144,7538.363,3701.083,3693.576,2659.422,1041.661,1406.724,208.681,ALB
2018-03-31,692.188,7556.34,3612.91,3800.31,2744.05,868.86,1436.852,39.216,ALB
2017-12-31,1137.303,7750.772,3933.076,3674.549,2732.151,1200.925,1415.36,422.012,ALB
2017-09-30,1045.339,7523.3,3483.728,3898.819,2380.711,1103.017,1407.171,382.358,ALB
2017-06-30,1006.945,7291.989,3392.198,3760.83,2408.536,983.662,1421.468,307.109,ALB
2017-03-31,1254.536,7366.468,3582.496,3637.669,2374.549,1207.947,1398.386,314.5,ALB
2016-12-31,2269.756,8161.207,4218.603,3795.062,3078.5,1140.103,2121.718,247.544,ALB
2016-09-30,233.599,9396.944,5945.511,3299.022,4868.677,1076.834,3048.44,400.892,ALB
2016-06-30,193.661,9312.381,6006.035,3156.615,4846.977,1159.058,3019.478,493.705,ALB
2016-03-31,252.382,9438.968,5744.097,3540.305,4518.999,1225.098,3105.351,484.754,ALB
2015-12-31,213.734,9597.954,6196.641,3254.392,4579.956,1616.685,3142.163,674.994,ALB
2015-09-30,234.49,9675.064,6400.55,3144.489,5078.002,1322.548,3558.964,284.368,ALB
2015-06-30,207.238,9770.809,6454.899,3179.077,5086.821,1368.078,3562.308,428.0,ALB
2015-03-31,261.421,9794.759,6547.429,3109.383,5091.085,1456.344,3541.312,471.809,ALB
2014-12-31,2489.768,5223.103,3734.468,1359.465,2594.582,1139.886,2223.035,711.096,ALB
2014-09-30,653.12,3393.466,1806.195,1456.741,993.485,812.71,684.107,368.268,ALB
2014-06-30,515.119,3454.532,1829.442,1502.981,1013.528,815.914,685.845,377.521,ALB
2014-03-31,524.043,3558.728,1831.127,1604.751,1407.928,423.199,1052.79,18.063,ALB
2013-12-31,477.239,3584.797,1842.021,1627.361,1405.658,436.363,1054.31,24.554,ALB
2013-09-30,401.427,3470.065,1892.916,1467.095,1482.079,410.837,1060.282,19.602,ALB
2013-06-30,314.659,3335.949,1870.556,1352.994,1494.973,375.583,1067.852,9.355,ALB
2013-03-31,434.904,3450.445,1548.205,1797.997,1113.954,434.251,686.592,9.228,ALB
2012-12-31,477.696,3437.291,1505.283,1833.598,1120.274,385.009,686.588,12.7,ALB
2012-09-30,402.642,3362.655,1461.372,1808.354,1078.86,382.512,701.162,12.572,ALB
2012-06-30,461.751,3302.707,1509.063,1705.69,1095.76,413.303,742.252,12.572,ALB
2012-03-31,519.359,3363.499,1556.125,1722.937,1122.763,433.362,742.199,14.462,ALB
2011-12-31,469.416,3203.824,1524.997,1591.277,1123.819,401.178,749.257,14.416,ALB
2011-09-30,481.258,3269.055,1598.432,1587.571,1196.038,402.394,878.384,12.795,ALB
2011-06-30,490.715,3292.347,1490.228,1726.028,1095.815,394.413,758.867,12.885,ALB
2011-03-31,441.013,3139.881,1477.213,1596.109,1095.602,381.611,758.597,9.097,ALB
2010-12-31,529.65,3068.081,1592.335,1416.074,1228.158,364.177,851.927,8.983,ALB
2010-09-30,424.673,2936.66,1498.619,1382.735,1150.875,347.744,755.552,10.182,ALB
2010-06-30,324.123,2731.07,1481.608,1197.49,1164.46,317.148,784.959,8.603,ALB
2010-03-31,267.317,2756.888,1515.735,1200.046,1164.793,350.942,797.294,8.39,ALB
2009-12-31,308.791,2771.557,1518.239,1205.696,1164.975,353.264,776.403,36.31,ALB
2009-09-30,260.434,2780.148,1535.876,1197.063,1194.004,341.872,793.098,27.721,ALB
2009-06-30,172.476,2660.908,1507.774,1111.55,1215.882,291.892,820.556,26.771,ALB
2009-03-31,183.899,2685.089,1619.445,1013.385,1296.549,322.896,891.878,26.256,ALB
2008-12-31,253.303,2872.717,1756.234,1065.771,1317.867,438.367,906.062,26.202,ALB
2008-09-30,207.211,3021.589,1767.828,1253.761,1390.418,377.41,944.026,24.614,ALB
2008-06-30,168.482,3069.164,1760.483,1308.681,1330.491,429.992,869.844,21.173,ALB
2008-03-31,135.13,2975.395,1726.075,1249.32,1317.437,408.638,861.065,19.285,ALB
2007-12-31,130.551,2841.018,1562.713,1278.305,1149.228,413.485,707.311,16.627,ALB
2007-09-30,101.281,2724.987,1509.383,1215.604,1108.12,401.263,679.726,18.774,ALB
2007-06-30,200.406,2664.863,1552.823,1112.04,1199.292,353.531,776.856,18.387,ALB
2007-03-31,125.016,2609.944,1525.556,1084.388,1156.866,368.69,734.533,7.181,ALB
2006-12-31,149.499,2530.368,1502.27,1028.098,1019.321,482.949,681.859,50.731,ALB
2006-09-30,89.575,2612.707,1583.004,1029.703,1166.102,416.902,733.248,51.743,ALB
2006-06-30,98.995,2642.142,1611.856,1030.286,1192.222,419.634,748.273,51.562,ALB
2006-03-31,67.1,2582.249,1610.385,971.864,1213.098,397.287,776.352,51.824,ALB
2005-12-31,58.57,2555.618,1625.343,930.275,1203.426,421.917,775.889,57.564,ALB
2005-09-30,47.859,2561.925,1654.322,907.603,1222.968,431.354,820.613,59.303,ALB
2005-06-30,98.288,2525.927,1633.714,892.213,1232.967,400.747,839.238,45.048,ALB
2005-03-31,73.78,2503.374,1631.806,871.568,1240.69,391.116,820.456,45.051,ALB
2004-12-31,46.39,2442.745,1731.37,711.375,1357.624,373.746,899.584,45.047,ALB
2004-09-30,60.817,2429.14,1765.537,663.603,948.146,817.391,458.219,495.047,ALB
2004-06-30,38.653,1381.081,726.105,654.976,488.855,237.25,176.486,0.044,ALB
2004-03-31,50.521,1385.163,744.741,640.422,527.956,216.785,217.185,0.047,ALB
2003-12-31,35.173,1387.291,751.07,636.221,540.999,210.071,228.389,0.19,ALB
2003-09-30,20.789,1326.251,723.263,602.988,522.883,200.38,226.287,0.178,ALB
2003-06-30,49.993,1249.182,654.782,594.4,472.194,182.588,175.183,0.176,ALB
2003-03-31,40.287,1225.773,655.81,569.963,473.156,182.654,184.408,0.168,ALB
2002-12-31,47.784,1200.398,626.061,574.337,462.036,164.025,190.285,0.343,ALB
2002-09-30,36.093,1155.49,600.342,555.148,424.788,175.554,177.629,0.323,ALB
2002-06-30,33.404,1161.966,620.579,541.387,258.994,361.585,12.072,198.838,ALB
2002-03-31,29.498,1130.91,619.008,511.902,240.931,378.077,12.06,227.051,ALB
2001-12-31,30.585,1138.272,544.97,593.302,241.133,303.837,12.353,157.862,ALB
2001-09-30,34.222,1166.461,572.245,594.216,231.363,340.882,12.367,171.596,ALB
2001-06-30,7.887,999.122,420.832,578.29,287.181,133.651,109.44,0.281,ALB
2001-03-31,14.565,971.694,405.558,566.136,266.028,139.53,87.384,0.29,ALB
2000-12-31,19.3,981.803,422.896,558.907,280.78,142.116,97.681,0.299,ALB
2000-09-30,18.847,976.935,429.868,547.067,286.93,142.938,110.682,0.286,ALB
2000-06-30,17.785,969.394,437.372,532.022,312.924,124.448,133.703,0.305,ALB
2000-03-31,21.378,914.308,411.399,502.909,283.976,127.423,113.691,0.736,ALB
1999-12-31,48.621,954.094,463.53,490.564,332.177,131.353,158.981,0.779,ALB
1999-09-30,45.655,949.334,461.349,487.985,323.729,137.62,146.38,0.821,ALB
1999-06-30,35.874,937.418,460.941,476.477,334.852,126.089,156.04,0.857,ALB
1999-03-31,38.041,1083.039,615.609,467.43,491.739,123.87,309.247,0.378,ALB
1998-12-31,21.18,937.797,486.13,451.667,378.194,107.936,192.53,0.408,ALB
1998-09-30,29.177,904.239,471.899,432.34,354.167,117.732,176.941,0.781,ALB
1998-06-30,43.091,899.701,374.581,525.12,254.938,119.643,83.027,0.38,ALB
1998-03-31,42.244,901.828,387.473,514.355,258.406,129.067,88.968,0.375,ALB
1997-12-31,34.322,888.181,370.845,517.336,258.285,112.56,91.414,0.379,ALB
1997-09-30,10.339,864.116,324.142,539.974,199.023,125.119,38.055,0.38,ALB
1997-06-30,0.0,,,,,,,,ALB
1997-03-31,2.615,842.146,331.91,510.236,197.098,134.812,35.43,0.395,ALB
1996-12-31,14.242,846.261,341.063,505.198,193.115,147.948,24.406,7.457,ALB
1996-09-30,0.0,,,,,,,,ALB
1996-03-31,0.0,,,,,,,,ALB
1995-12-31,33.13,1204.491,581.925,622.566,387.706,194.219,200.092,17.02,ALB
2023-03-31,884.027,5901.448,2421.399,3480.049,416.801,2004.598,99.002,0.0,ALGN
2022-12-31,999.584,5947.947,2346.589,3601.358,420.702,1925.887,100.334,0.0,ALGN
2022-09-30,1090.765,5912.802,2218.18,3694.622,408.777,1809.403,96.694,0.0,ALGN
2022-06-30,899.639,5810.119,2211.038,3599.081,406.624,1804.414,98.332,0.0,ALGN
2022-03-31,1012.868,5943.414,2276.562,3666.852,412.915,1863.647,104.983,0.0,ALGN
2021-12-31,1171.342,5942.11,2319.396,3622.714,395.325,1924.071,102.656,0.0,ALGN
2021-09-30,1237.822,5650.109,2133.347,3516.762,343.032,1790.315,74.352,0.0,ALGN
2021-06-30,1086.357,5395.568,2011.158,3384.41,314.577,1696.581,74.184,0.0,ALGN
2021-03-31,1131.698,5069.782,1676.206,3393.576,282.364,1393.842,63.845,0.0,ALGN
2020-12-31,960.843,4829.683,1595.818,3233.865,270.217,1325.601,64.445,0.0,ALGN
2020-09-30,615.532,4415.091,1381.62,3033.471,259.826,1121.794,65.518,0.0,ALGN
2020-06-30,404.359,4025.857,1180.812,2845.045,239.22,941.592,50.619,0.0,ALGN
2020-03-31,790.696,3964.84,1111.851,2852.989,201.165,910.686,53.745,0.0,ALGN
2019-12-31,868.627,2500.702,1154.533,1346.169,183.563,970.97,43.463,0.0,ALGN
2019-09-30,782.373,2350.38,1044.831,1305.549,174.687,870.144,43.365,0.0,ALGN
2019-06-30,720.922,2346.017,972.335,1373.682,183.289,789.046,59.14,0.0,ALGN
2019-03-31,774.51,2234.43,978.726,1255.704,173.842,804.884,59.307,56.1,ALGN
2018-12-31,735.359,2052.458,799.567,1252.891,107.494,692.073,0.0,0.0,ALGN
2018-09-30,605.157,1928.405,735.422,1192.983,117.213,618.209,0.0,0.0,ALGN
2018-06-30,712.622,1916.589,697.63,1218.959,130.984,566.646,0.0,0.0,ALGN
2018-03-31,662.743,1782.731,655.271,1127.46,137.286,517.985,0.0,0.0,ALGN
2017-12-31,721.542,1784.009,629.721,1154.288,129.67,500.051,0.0,0.0,ALGN
2017-09-30,679.067,1697.623,515.665,1181.958,54.296,461.369,0.0,0.0,ALGN
2017-06-30,601.968,1551.187,472.899,1078.288,48.103,424.796,0.0,0.0,ALGN
2017-03-31,545.586,1459.293,414.418,1044.875,48.864,365.554,0.0,0.0,ALGN
2016-12-31,640.256,1396.151,400.762,995.389,46.427,354.335,0.0,0.0,ALGN
2016-09-30,612.966,1358.893,386.583,972.31,43.532,343.051,0.0,0.0,ALGN
2016-06-30,571.813,1251.273,341.415,909.858,42.426,298.989,0.0,0.0,ALGN
2016-03-31,548.078,1207.56,315.53,892.03,40.78,274.75,0.0,0.0,ALGN
2015-12-31,527.295,1158.633,310.707,847.926,39.035,271.672,0.0,0.0,ALGN
2015-09-30,484.755,1079.562,281.303,798.259,36.792,244.511,0.0,0.0,ALGN
2015-06-30,438.542,1028.581,258.78,769.801,35.855,222.925,0.0,0.0,ALGN
2015-03-31,444.801,1028.405,234.871,793.534,34.296,200.575,0.0,0.0,ALGN
2014-12-31,454.658,987.997,235.226,752.771,33.415,201.811,0.0,0.0,ALGN
2014-09-30,425.496,948.289,225.833,722.456,27.273,198.56,0.0,0.0,ALGN
2014-06-30,365.53,885.433,209.637,675.796,22.524,187.113,0.0,0.0,ALGN
2014-03-31,366.443,885.641,188.888,696.753,18.033,170.855,0.0,0.0,ALGN
2013-12-31,369.993,832.147,198.177,633.97,22.839,175.338,0.0,0.0,ALGN
2013-09-30,323.579,759.206,183.522,575.684,20.254,163.268,0.0,0.0,ALGN
2013-06-30,278.946,703.894,183.696,520.198,23.042,160.654,0.0,0.0,ALGN
2013-03-31,367.228,726.245,165.127,561.118,21.272,143.855,0.0,0.0,ALGN
2012-12-31,334.871,756.312,174.995,581.317,19.224,155.771,0.0,0.0,ALGN
2012-09-30,329.613,768.164,165.999,602.165,14.311,151.688,0.0,0.0,ALGN
2012-06-30,284.729,744.163,157.868,586.295,14.032,143.836,0.0,0.0,ALGN
2012-03-31,244.402,670.436,147.414,523.022,11.586,135.828,0.0,0.0,ALGN
2011-12-31,252.096,649.264,158.483,490.781,10.366,148.117,0.0,0.0,ALGN
2011-09-30,210.414,585.92,129.044,456.876,8.857,120.187,0.0,0.0,ALGN
2011-06-30,175.362,547.049,117.267,429.782,7.816,109.451,0.0,0.0,ALGN
2011-03-31,324.927,496.982,94.877,402.105,6.883,87.994,0.0,0.0,ALGN
2010-12-31,303.279,476.943,99.196,377.747,6.222,92.974,0.0,0.0,ALGN
2010-09-30,272.32,445.235,85.833,359.402,5.797,80.036,0.0,0.0,ALGN
2010-06-30,244.799,408.692,74.739,333.953,0.932,73.807,0.0,0.0,ALGN
2010-03-31,205.398,373.552,77.196,296.356,0.946,76.25,0.0,0.0,ALGN
2009-12-31,186.465,355.24,82.204,273.036,0.961,81.243,0.0,0.0,ALGN
2009-09-30,154.94,330.784,73.104,257.68,0.202,72.902,0.0,0.0,ALGN
2009-06-30,143.077,307.794,70.016,237.778,0.205,69.811,0.0,0.0,ALGN
2009-03-31,124.684,289.277,61.578,227.699,0.204,61.374,0.0,0.0,ALGN
2008-12-31,110.166,279.341,60.801,218.54,0.229,60.572,0.0,0.0,ALGN
2008-09-30,114.255,216.52,56.866,159.654,0.124,56.742,0.0,0.0,ALGN
2008-06-30,110.062,217.169,57.95,159.219,0.133,57.817,0.0,0.0,ALGN
2008-03-31,132.363,231.05,54.117,176.933,0.159,53.958,0.0,0.0,ALGN
2007-12-31,127.911,222.761,61.607,161.154,0.148,61.459,0.0,0.0,ALGN
2007-09-30,110.011,206.894,56.187,150.707,0.195,55.992,0.0,0.0,ALGN
2007-06-30,79.24,182.355,54.025,128.33,0.189,53.836,0.0,0.0,ALGN
2007-03-31,65.688,157.039,58.051,98.988,0.233,57.818,0.0,8.0,ALGN
2006-12-31,64.137,151.558,68.002,83.556,0.219,67.783,0.0,11.5,ALGN
2006-09-30,86.093,156.891,66.467,90.424,0.296,66.171,0.0,15.0,ALGN
2006-06-30,69.913,141.757,45.042,96.715,0.379,44.663,0.0,0.0,ALGN
2006-03-31,71.936,144.988,48.811,96.177,0.252,48.559,0.0,0.0,ALGN
2005-12-31,74.369,142.11,48.672,93.438,0.064,48.608,0.0,0.0,ALGN
2005-09-30,79.609,145.014,52.699,92.315,0.054,52.645,0.0,0.417,ALGN
2005-06-30,73.416,145.235,53.365,91.87,0.043,53.322,0.0,0.847,ALGN
2005-03-31,69.531,136.671,45.965,90.706,0.035,45.93,0.0,1.349,ALGN
2004-12-31,69.962,130.712,44.973,85.739,0.025,44.948,0.0,1.849,ALGN
2004-09-30,64.015,125.184,41.79,83.394,0.428,41.362,0.428,1.932,ALGN
2004-06-30,56.38,114.956,38.787,76.169,0.931,37.856,0.931,1.914,ALGN
2004-03-31,48.248,103.704,34.932,68.772,1.348,33.584,1.348,1.994,ALGN
2003-12-31,47.67,102.202,39.226,62.976,1.849,37.377,1.667,1.989,ALGN
2003-09-30,42.668,95.85,37.763,58.087,2.348,35.415,2.348,2.04,ALGN
2003-06-30,38.381,91.795,36.031,55.764,2.846,33.185,2.846,2.089,ALGN
2003-03-31,37.262,89.663,31.411,58.252,3.342,28.069,3.342,2.137,ALGN
2002-12-31,41.506,92.856,28.509,64.347,3.837,24.672,3.837,2.183,ALGN
2002-09-30,22.784,78.589,16.298,62.291,0.644,15.654,0.644,0.0,ALGN
2002-06-30,35.52,91.946,18.075,73.871,0.773,17.302,0.773,0.0,ALGN
2002-03-31,49.335,104.329,17.415,86.914,0.853,16.562,0.853,0.0,ALGN
2001-12-31,63.767,118.218,20.391,97.827,0.98,19.411,0.98,0.483,ALGN
2001-09-30,77.812,130.737,16.121,114.616,1.105,15.016,1.105,0.473,ALGN
2001-06-30,90.266,148.216,16.807,131.409,1.227,15.58,1.227,0.465,ALGN
2001-03-31,121.454,171.551,23.868,147.683,1.337,22.531,1.337,0.452,ALGN
2000-12-31,28.447,70.561,24.544,-84.674,1.455,23.089,1.455,0.445,ALGN
2000-09-30,55.994,75.567,15.945,-56.086,1.569,14.376,1.569,0.436,ALGN
2000-06-30,0.0,,,,,,,,ALGN
2000-03-31,0.0,,,,,,,,ALGN
1999-12-31,12.425,17.091,3.75,-19.414,0.003,3.747,0.003,0.006,ALGN
1999-09-30,12.425,17.091,3.75,-19.414,0.003,3.747,0.003,0.006,ALGN
1998-12-31,6.923,8.117,0.403,-4.433,0.01,0.393,0.01,0.007,ALGN
2023-03-31,2429.0,14296.0,10607.0,3689.0,5750.0,4857.0,3250.0,481.0,ALK
2022-12-31,2417.0,14186.0,10370.0,3816.0,5877.0,4493.0,3276.0,504.0,ALK
2022-09-30,3150.0,14531.0,10705.0,3826.0,5996.0,4709.0,3371.0,584.0,ALK
